Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
bph062912_133,BPH,1240980.965,2381006.883,03‐07‐2012 16:28:26,0,0.000229,0.165651,769.4,40.5,0,0.001,0.722000003
bph062912_134,BPH,1240751.054,2380951.835,03‐07‐2012 16:36:27,0,0.00069,0.176902,770.7,40.2,0,0.003,0.768999994
bph062912_135,BPH,1240564.105,2381356.011,03‐07‐2012 16:42:20,0,0.000919,0.103437,769.6,40.0,‐1.180999994,0.004,0.449999988
bph062912_14,BPH,1238788.355,2385568.289,29‐06‐2012 15:51:21,1.545282,0.002068,1.250428,781.0,44.7,6.723999977,0.009,5.440999985
bph062912_15,BPH,1238984.828,2385580.978,29‐06‐2012 15:58:18,0,0.002756,0.070054,780.8,44.8,0,0.012,0.305000007
bph062912_16,BPH,1239162.897,2385587.454,29‐06‐2012 16:04:22,0,0.002524,0.05898,780.4,44.9,0,0.011,0.256999999
bph062912_17,BPH,1239168.934,2385781.945,29‐06‐2012 16:08:21,0,0.004118,0.008922,778.7,45.2,0,0.017999999,0.039000001
bph062912_18,BPH,1238942.116,2385766.123,29‐06‐2012 16:18:54,0,0.00365,0.282177,777.9,45.8,0,0.016000001,1.236999989
bph062912_19,BPH,1238946.169,2385963.801,29‐06‐2012 16:24:35,0,0.003199,0.205221,780.3,46.2,0,0.014,0.898000002
bph062912_20,BPH,1238742.109,2385799.747,29‐06‐2012 16:34:12,0.602107,0.001823,2.172097,779.6,46.8,2.64199996,0.008,9.531000137
bph062912_21,BPH,1238757.723,2386004.769,29‐06‐2012 16:41:04,0,0.002285,0,781.8,46.9,0,0.01,‐0.059
bph062912_22,BPH,1238776.364,2386165.381,29‐06‐2012 16:46:08,0,0.002057,0.070405,782.2,46.9,‐0.012,0.009,0.307999998
bph062912_23,BPH,1238751.633,2385165.111,02‐07‐2012 09:19:46,0,0,0.091382,786.9,32.9,0,0,0.379999995
bph062912_24,BPH,1238910.317,2385161.716,02‐07‐2012 09:24:47,0,0,1.037931,777.8,33.7,0,‐0.001,4.377999783
bph062912_25,BPH,1238937.268,2385135.925,02‐07‐2012 09:27:29,71.03474,0.002609,0.984254,779.3,34.1,299.4379883,0.011,4.149000168
bph062912_26,BPH,1239134.096,2385151.422,02‐07‐2012 09:34:27,0,0.000946,0.117061,779.4,35.1,0,0.004,0.495000005
bph062912_27,BPH,1239145.295,2385361.558,02‐07‐2012 09:42:33,0,0.000236,0.116888,779.7,36.3,0,0.001,0.495999992
bph062912_28,BPH,1239346.26,2385359.408,02‐07‐2012 09:47:42,0,0,0.117171,778.9,37.1,0,0,0.499000013
bph062912_29,BPH,1239363.812,2385164.775,02‐07‐2012 09:52:25,0,0.000468,0.104336,777.5,37.7,0,0.002,0.44600001
bph062912_30,BPH,1239566.719,2384972.295,02‐07‐2012 10:01:21,0,0.000699,0.120629,777.2,39.0,0,0.003,0.518000007
bph062912_31,BPH,1239562.959,2384795.064,02‐07‐2012 10:07:47,0,0,0.081631,776.2,39.9,0,‐0.001,0.351999998
bph062912_32,BPH,1239570.597,2384575.509,02‐07‐2012 10:13:24,0,0.000463,0.10507,776.1,40.5,0,0.002,0.453999996
bph062912_33,BPH,1239347.436,2384548.112,02‐07‐2012 10:23:34,8.526682,0.000924,1.086877,777.3,41.7,36.92699814,0.004,4.706999779
bph062912_34,BPH,1239268.271,2384711.839,02‐07‐2012 10:29:18,1.649242,0.001152,1.445766,777.2,42.3,7.157000065,0.005,6.274000168
bph062912_35,BPH,1239363.429,2384786.007,02‐07‐2012 10:34:47,0,0.001842,0.047429,778.0,42.9,0,0.008,0.206
bph062912_36,BPH,1239348.862,2384981.282,02‐07‐2012 10:40:55,0,0.002758,0.107811,778.0,43.4,0,0.012,0.469000012
bph062912_37,BPH,1239145.474,2384956.133,02‐07‐2012 10:48:49,1.629665,0.002522,3.343485,777.3,43.9,7.106999874,0.011,14.58100033
bph062912_38,BPH,1238943.036,2384954.543,02‐07‐2012 10:54:09,0,0.001838,0.066151,779.1,44.1,0,0.008,0.287999988
bph062912_39,BPH,1238769.751,2384932.554,02‐07‐2012 10:59:34,0,0.00573,0.149671,777.7,44.2,0,0.025,0.652999997
bph062912_40,BPH,1238946.304,2384782.93,02‐07‐2012 11:12:41,0,0.001143,0.071119,776.4,44.4,0,0.005,0.31099999
bph062912_41,BPH,1239132.389,2384777.767,02‐07‐2012 11:18:50,21.74068,0.002055,2.009889,776.0,44.7,95.20999908,0.009,8.802000046
bph062912_42,BPH,1238958.505,2384574.127,02‐07‐2012 11:31:02,0,0.00137,0.044988,777.3,45.2,0,0.006,0.196999997
bph062912_43,BPH,1239151.267,2384553.474,02‐07‐2012 11:37:26,0,0.001135,0.101448,773.7,45.7,0,0.005,0.446999997
bph062912_44,BPH,1239164.764,2384379.627,02‐07‐2012 11:42:15,0,0.004998,0.30236,775.4,46.1,0,0.022,1.33099997
bph062912_45,BPH,1239353.615,2384371.822,02‐07‐2012 11:49:23,0,0.003622,0.595511,773.8,46.6,0,0.016000001,2.631000042
bph062912_46,BPH,1239560.439,2384368.513,02‐07‐2012 12:15:43,0,0.004311,0.102324,775.4,46.5,0,0.018999999,0.451000005
bph062912_47,BPH,1239750.7,2384348.549,02‐07‐2012 12:19:57,0,0.0025,0.063402,776.4,46.4,0,0.011,0.279000014
bph062912_48,BPH,1239774.704,2384151.643,02‐07‐2012 12:24:50,0,0.002044,0.291576,775.6,46.3,0,0.009,1.284000039
bph062912_49,BPH,1239674.341,2384153.072,02‐07‐2012 12:29:03,117.7799,0.001135,3.157372,775.6,46.3,518.6630249,0.005,13.90400028
bph062912_50,BPH,1239525.524,2384168.028,02‐07‐2012 12:35:14,0,0.006348,0.302898,774.6,46.4,0,0.028000001,1.335999966
bph062912_51,BPH,1239547.52,2383959.626,02‐07‐2012 12:40:31,0,0.002942,0.147557,773.7,46.6,0,0.013,0.65200001
bph062912_52,BPH,1239711.531,2383955.009,02‐07‐2012 12:45:57,0,0.003163,0.372094,772.6,46.7,0,0.014,1.646999955
bph062912_53,BPH,1239921.969,2383952.881,02‐07‐2012 12:54:06,0,0.004068,0.138547,773.4,46.9,0,0.017999999,0.612999976
bph062912_54,BPH,1239941.117,2383812.241,02‐07‐2012 12:59:04,0,0.00339,0.15277,773.8,47.1,0,0.015,0.675999999
bph062912_55,BPH,1239772.821,2383770.833,02‐07‐2012 13:04:29,0,0.005191,0.656607,773.1,47.2,0,0.023,2.90899992
bph062912_56,BPH,1239748.598,2383549.714,02‐07‐2012 13:11:13,0,0.003385,0.362912,773.5,47.4,0,0.015,1.60800004
bph062912_57,BPH,1239966.311,2383577.35,02‐07‐2012 13:18:47,0,0.003606,0.120592,773.0,47.6,0,0.016000001,0.535000026
bph062912_58,BPH,1240125.886,2383549.629,02‐07‐2012 13:23:29,0,0.00585,0.133876,772.1,47.8,0,0.026000001,0.595000029
bph062912_59,BPH,1240347.239,2383364.577,02‐07‐2012 13:29:15,0,0.001346,0.076958,770.4,48.0,0,0.006,0.342999995
bph062912_60,BPH,1240155.417,2383366.681,02‐07‐2012 13:34:29,0,0.002019,0.039476,770.4,48.1,0,0.009,0.175999999
bph062912_61,BPH,1239977.665,2383366.982,02‐07‐2012 13:38:30,0,0.00224,0.043455,769.6,48.2,0,0.01,0.194000006
bph062912_62,BPH,1239775.31,2383343.779,02‐07‐2012 13:43:22,0,0.005384,0.335799,770.7,48.2,0,0.024,1.496999979
bph062912_63,BPH,1239769.081,2383204.474,02‐07‐2012 13:48:13,0,0.002697,0.230116,772.1,48.2,0,0.012,1.024000049
bph062912_64,BPH,1239958.062,2383165.718,02‐07‐2012 13:54:25,0,0.00247,0.1855,771.6,48.2,0,0.011,0.825999975
bph062912_65,BPH,1240131.579,2383163.704,02‐07‐2012 13:58:56,0,0.002243,0.135479,770.9,48.3,0,0.01,0.603999972
bph062912_66,BPH,1240366.361,2383181.256,02‐07‐2012 14:05:05,0,0.003583,0.20961,769.9,48.4,0,0.016000001,0.93599999
bph062912_67,BPH,1240531.376,2382999.741,02‐07‐2012 14:12:18,0,0.002456,0.102722,768.2,48.6,0,0.011,0.460000008
bph062912_68,BPH,1240351.766,2382943.421,02‐07‐2012 14:18:47,0,0.002008,0.055549,767.2,48.5,‐0.037,0.009,0.248999998
bph062912_69,BPH,1240166.852,2382977.332,02‐07‐2012 14:23:40,0,0.00425,0.090143,769.0,48.4,0,0.018999999,0.402999997
bph062912_70,BPH,1239924.512,2382940.076,02‐07‐2012 14:31:17,0,0.002912,0.09296,770.1,48.4,0,0.013,0.414999992
bph062912_71,BPH,1239935.844,2382785.685,02‐07‐2012 14:35:24,0,0.003138,0.06052,770.6,48.4,0,0.014,0.270000011
bph062912_72,BPH,1240147.307,2382782.39,02‐07‐2012 14:40:47,0,0.00157,0.048441,771.0,48.4,‐0.022,0.007,0.216000006
bph062912_73,BPH,1240357.726,2382779.523,02‐07‐2012 14:44:55,0,0.002242,0.079364,771.0,48.5,0,0.01,0.354000002
bph062912_74,BPH,1240546.025,2382792.194,02‐07‐2012 14:53:08,0,0.004027,0.003355,769.3,48.5,0,0.017999999,0.015
bph062912_75,BPH,1240566.124,2382572.835,02‐07‐2012 14:59:25,0.887391,0.005352,0.972138,767.2,48.6,3.979000092,0.024,4.359000206
bph062912_76,BPH,1240732.964,2382774.346,02‐07‐2012 15:05:50,0,0.004466,0.017641,768.4,48.7,0,0.02,0.079000004
bph062912_77,BPH,1240739.504,2382537.449,02‐07‐2012 15:13:03,0,0.002673,0.006906,766.8,48.8,0,0.012,0.030999999
bph062912_78,BPH,1240374.932,2382554.867,02‐07‐2012 15:22:41,0,0.003798,0.038872,769.0,48.8,0,0.017000001,0.173999995
bph062912_79,BPH,1240161.726,2382560.653,02‐07‐2012 15:27:18,0,0.002687,0.113079,770.3,48.6,0,0.012,0.504999995
bph062912_80,BPH,1239949.437,2382576.514,02‐07‐2012 15:32:15,0,0.002691,0.215696,770.6,48.3,0,0.012,0.962000012
bph062912_81,BPH,1240159.506,2382356.691,02‐07‐2012 15:39:01,0,0.002699,0.153605,771.5,47.7,0,0.012,0.683000028
bph062912_82,BPH,1240336.817,2382403.415,02‐07‐2012 15:45:25,0,0.003832,0.128949,771.9,47.1,0,0.017000001,0.572000027
bph062912_83,BPH,1240555.841,2382365.674,02‐07‐2012 15:50:41,0,0.002481,0,771.3,46.7,0,0.011,‐0.018999999
bph062912_84,BPH,1240763.284,2382347.184,02‐07‐2012 15:54:39,0,0.001126,0.125654,769.6,46.5,0,0.005,0.558000028
bph062912_85,BPH,1240340.073,2381766.85,03‐07‐2012 09:29:04,0,0.000978,0.169188,776.5,23.9,0,0.004,0.691999972
bph062912_86,BPH,1240152.664,2381952.819,03‐07‐2012 09:33:56,0,0,0.087469,775.3,25.3,0,‐0.001,0.360000014
bph062912_87,BPH,1240144.894,2382162.791,03‐07‐2012 09:37:43,0,0.000485,0.150496,775.9,26.3,0,0.002,0.620999992
bph062912_88,BPH,1240534.003,2382183.029,03‐07‐2012 09:52:57,0,0,0.029739,775.3,29.2,0,0,0.123999998
bph062912_89,BPH,1240751.958,2382179.282,03‐07‐2012 10:00:23,0,0,0.213274,770.8,30.4,0,0,0.898000002
bph062912_90,BPH,1240760.663,2381969.503,03‐07‐2012 10:05:55,0,0.000947,0.095392,770.5,31.3,0,0.004,0.402999997
bph062912_91,BPH,1240580.875,2381969.932,03‐07‐2012 10:20:05,0.33184,0.000236,0.198113,772.0,33.0,1.406999946,0.001,0.839999974
bph062912_92,BPH,1240354.98,2381954.447,03‐07‐2012 10:25:37,0,0.000471,0.055377,773.1,33.7,0,0.002,0.234999999
bph062912_93,BPH,1240343.959,2382178.974,03‐07‐2012 10:29:58,0,0.000471,0.029459,774.2,34.1,0,0.002,0.125
bph062912_94,BPH,1240563.39,2381753.774,03‐07‐2012 10:38:41,0,0.00047,0.110123,773.1,34.8,0,0.002,0.469000012
bph062912_95,BPH,1240558.714,2381592.642,03‐07‐2012 10:43:43,0,0.001174,0.124251,774.6,35.3,0,0.005,0.528999984
bph062912_96,BPH,1240332.153,2381546.672,03‐07‐2012 10:47:54,0,0.000469,0.0772,774.6,35.6,0,0.002,0.328999996
bph062912_97,BPH,1240390.974,2381364.881,03‐07‐2012 10:51:22,0,0.000703,0.086005,774.6,36.0,0,0.003,0.367000014
bph062912_98,BPH,1240531.184,2381169.629,03‐07‐2012 10:56:34,0,0.002103,0.0617,773.5,36.4,0,0.009,0.263999999
bph062912_99,BPH,1240753.339,2381163.491,03‐07‐2012 11:01:15,0,0.000233,0.028877,772.0,36.9,0,0.001,0.123999998
bph070512_01,BPH,1240967.863,2380771.053,05‐07‐2012 09:28:03,0,0.004323,0.204361,772.7,27.8,‐4.085000038,0.017999999,0.851000011
bph070512_02,BPH,1241158.597,2380741.621,05‐07‐2012 09:32:11,0,0.010302,0.0345,772.7,28.5,‐0.898999989,0.043000001,0.143999994
bph070512_03,BPH,1241162.859,2380555.639,05‐07‐2012 09:36:53,0,0.005734,0.320616,771.8,29.0,‐0.666999996,0.024,1.342000008
bph070512_04,BPH,1241350.947,2380553.283,05‐07‐2012 09:42:40,0,0.008115,0.277111,772.6,29.6,‐0.136000007,0.034000002,1.161000013
bph070512_05,BPH,1241341.608,2380357.822,05‐07‐2012 09:47:19,0,0.009727,0.178405,769.2,30.1,‐0.989000022,0.041000001,0.751999974
bph070512_06,BPH,1241512.853,2380179.043,05‐07‐2012 09:56:13,0,0.00877,0.625999,770.8,31.0,‐1.593000054,0.037,2.641000032
bph070512_07,BPH,1241338.724,2380152.023,05‐07‐2012 10:04:12,0,0.0052,0.159319,770.7,31.8,‐1.917999983,0.022,0.674000025
bph070512_08,BPH,1241343.284,2379972.736,05‐07‐2012 10:09:22,0,0.021954,0.189562,771.2,32.4,‐1.988999963,0.093000002,0.802999973
bph070512_09,BPH,1241574.645,2379971.742,05‐07‐2012 10:14:28,0,0.008737,0.34191,772.4,32.8,‐1.379999995,0.037,1.447999954
bph070512_10,BPH,1241768.343,2379972.611,05‐07‐2012 10:26:24,0,0.010826,0.188286,771.9,33.6,‐2.062999964,0.046,0.800000012
bph070512_11,BPH,1241952.159,2379980.259,05‐07‐2012 10:31:41,0,0.010992,0.197147,768.0,34.0,‐0.962000012,0.046999998,0.842999995
bph070512_12,BPH,1242139.681,2379971.354,05‐07‐2012 10:38:11,0,0.011219,0.308285,768.3,34.3,‐2.407999992,0.048,1.319000006
bph070512_13,BPH,1242351.484,2380032.313,05‐07‐2012 10:44:34,0,0.01025,0.105527,766.5,34.6,‐1.720000029,0.044,0.453000009
bph070512_14,BPH,1242559.315,2379730.836,05‐07‐2012 10:54:42,0,0.008357,0.374686,764.6,34.9,‐3.042999983,0.035999998,1.613999963
bph070512_15,BPH,1242751.651,2379566.68,05‐07‐2012 11:01:21,0,0.012265,0.172177,762.7,35.1,‐1.870000005,0.052999999,0.744000018
bph070512_16,BPH,1242719.651,2379372.694,05‐07‐2012 11:16:18,0,0.01014,0.292218,761.0,35.7,‐2.000999928,0.044,1.268000007
bph070512_17,BPH,1242748.027,2379171.1,05‐07‐2012 11:21:08,0,0.008281,0.394485,760.3,36.0,‐2.546000004,0.035999998,1.715000033
bph070512_18,BPH,1242759.174,2378956.403,05‐07‐2012 11:25:35,0,0.010377,0.196008,762.7,36.2,‐3.125999928,0.045000002,0.850000024
bph070512_19,BPH,1242725.664,2378764.508,05‐07‐2012 11:30:59,0,0.005755,0.898728,761.9,36.4,‐2.342000008,0.025,3.904000044
bph070512_20,BPH,1242722.874,2378585.191,05‐07‐2012 11:37:08,0,0.006011,0.225858,765.6,36.6,‐4.356999874,0.026000001,0.976999998
bph070512_21,BPH,1242736.897,2378409.972,05‐07‐2012 11:41:53,0,0.012495,0.411409,766.8,36.8,‐1.088999987,0.054000001,1.777999997
bph070512_22,BPH,1242936.601,2378354.928,05‐07‐2012 11:46:30,0,0.005084,0.053847,766.1,36.9,‐3.878999949,0.022,0.232999995
bph070512_23,BPH,1242956.298,2378185.184,05‐07‐2012 11:50:44,0,0.010423,0.251768,768.3,37.1,‐5.303999901,0.045000002,1.087000012
bph070512_24,BPH,1242769.356,2378181.973,05‐07‐2012 11:55:25,0,0.01203,0.142741,767.9,37.3,‐2.500999928,0.052000001,0.616999984
bph070512_25,BPH,1242545.194,2378160.371,05‐07‐2012 12:00:15,0,0.007623,0.34997,767.5,37.6,‐1.199000001,0.033,1.514999986
bph070512_26,BPH,1242555.889,2378376.276,05‐07‐2012 12:06:56,0,0.010177,0.367754,769.2,37.9,‐1.376999974,0.044,1.590000033
bph070512_27,BPH,1242592.102,2378578.303,05‐07‐2012 12:14:31,0,0.007392,0.318077,768.7,38.1,‐1.601999998,0.032000002,1.376999974
bph070512_28,BPH,1242366.479,2378554.145,05‐07‐2012 12:24:34,0,0.015629,0.134685,765.1,38.2,‐3.318000078,0.068000004,0.586000025
bph070512_29,BPH,1242361.615,2378350.982,05‐07‐2012 12:28:58,0,0.009432,0.334489,765.8,38.2,‐1.48300004,0.041000001,1.453999996
bph070512_30,BPH,1242360.959,2378173.058,05‐07‐2012 12:34:24,0,0.0127,0.58188,768.9,38.3,‐2.154999971,0.055,2.519999981
bph070512_31,BPH,1242151.926,2378189.954,05‐07‐2012 12:41:04,0,0.009246,0.490985,770.0,38.4,‐4.894000053,0.039999999,2.124000072
bph070512_32,BPH,1242134.911,2378368.085,05‐07‐2012 12:46:04,0,0.010875,0.282294,771.5,38.7,‐1.582999945,0.046999998,1.220000029
bph070512_33,BPH,1242146.473,2378578.671,05‐07‐2012 12:50:35,0,0.017322,0.301167,770.8,39.0,‐2.522000074,0.075000003,1.30400002
bph070512_34,BPH,1242145.455,2378733.146,05‐07‐2012 13:02:57,0,0.01262,0.283604,767.5,39.7,‐3.496999979,0.055,1.235999942
bph070512_35,BPH,1242336.753,2378770.194,05‐07‐2012 13:15:18,0,0.004134,0.220032,768.5,39.8,0,0.017999999,0.958000004
bph070512_36,BPH,1242571.131,2378777.741,05‐07‐2012 13:20:04,0,0.002057,0.255578,764.9,39.8,‐0.632000029,0.009,1.118000031
bph070512_37,BPH,1242529.152,2378966.285,05‐07‐2012 13:26:28,0,0.001828,0.4663,764.2,39.7,0,0.008,2.040999889
bph070512_38,BPH,1242573.767,2379170.64,05‐07‐2012 13:32:36,0,0.003435,0.205658,765.8,39.6,0,0.015,0.898000002
bph070512_39,BPH,1242549.986,2379386.58,05‐07‐2012 13:38:28,0,0.0032,0.257582,764.5,39.7,0,0.014,1.126999974
bph070512_40,BPH,1242564.361,2379579.161,05‐07‐2012 13:50:17,0,0.003188,0.526417,761.6,39.7,0,0.014,2.312000036
bph070512_41,BPH,1242337.927,2379585.383,05‐07‐2012 13:59:04,0,0.000227,0.406951,760.7,39.8,‐0.316000015,0.001,1.789999962
bph070512_42,BPH,1242311.146,2379732.943,05‐07‐2012 14:04:33,0,0.002059,0.209982,765.6,39.9,0,0.009,0.917999983
bph070512_43,BPH,1242167.377,2379750.587,05‐07‐2012 14:10:28,0,0.001371,0.250048,765.5,40.1,0,0.006,1.093999982
bph070512_44,BPH,1242196.123,2379579.454,05‐07‐2012 14:14:35,0,0.001602,0.105264,766.9,40.3,0,0.007,0.460000008
bph070512_45,BPH,1242196.034,2379393.492,05‐07‐2012 14:21:09,0,0.000687,0.130216,767.2,40.4,0,0.003,0.569000006
bph070512_46,BPH,1242315.597,2379389.051,05‐07‐2012 14:26:42,0,0.004812,0.237597,768.1,40.4,0,0.021,1.036999941
bph070512_47,BPH,1242373.243,2379178.899,05‐07‐2012 14:31:27,0,0.0016,0,766.7,40.5,0,0.007,‐0.071999997
bph070512_48,BPH,1242373.324,2378931.571,05‐07‐2012 14:37:29,0,0.003888,0.087816,766.9,40.5,0,0.017000001,0.384000003
bph070512_49,BPH,1242136.174,2379169.76,05‐07‐2012 14:46:40,0,0.002511,0.698185,765.4,40.4,0,0.011,3.058000088
bph070512_50,BPH,1242148.119,2378976.331,05‐07‐2012 14:53:12,0,0.004359,0.035335,768.7,40.2,0,0.018999999,0.153999999
bph070512_51,BPH,1241955.366,2378953.828,05‐07‐2012 14:57:50,0,0.002061,0.218448,766.9,40.1,0,0.009,0.953999996
bph070512_52,BPH,1241942.331,2379163.804,05‐07‐2012 15:02:36,0,0.002526,0.269805,768.8,40.0,0,0.011,1.174999952
bph070512_53,BPH,1241944.15,2379362.318,05‐07‐2012 15:08:59,0,0.00161,0.669321,769.6,39.8,0,0.007,2.910000086
bph070512_54,BPH,1241935.425,2379553.247,05‐07‐2012 15:14:20,0,0.002763,0.182826,770.2,39.7,0,0.012,0.79400003
bph070512_55,BPH,1241944.986,2379753.865,05‐07‐2012 15:20:31,0,0.0023,0.592952,769.1,39.6,0,0.01,2.578000069
bph070512_56,BPH,1241747.758,2379527.366,05‐07‐2012 15:29:23,0,0.005061,0.615342,769.2,39.6,0,0.022,2.674999952
bph070512_57,BPH,1241739.59,2379763.1,05‐07‐2012 15:36:07,0,0.002075,0.180493,771.3,39.8,‐0.324000001,0.009,0.782999992
bph070512_58,BPH,1241580.347,2379766.416,05‐07‐2012 15:41:18,0,0.006218,0.245724,771.3,40.1,‐0.001,0.027000001,1.067000031
bph070512_59,BPH,1241161.824,2380357.362,05‐07‐2012 15:52:53,0,0.000921,0.272248,771.5,40.4,0,0.004,1.182999969
CJ061412_01,CJ,1215352.103,2310884.129,14‐06‐2012 09:23:45,0,0,0.046506,804.3,26.1,‐3.941999912,0,0.185000002
CJ061412_02,CJ,1215566.762,2310704.815,14‐06‐2012 09:28:19,0,0,0.068578,803.2,27.0,‐1.50999999,0,0.273999989
CJ061412_03,CJ,1215365.417,2310766.116,14‐06‐2012 09:36:23,0,0.00025,0,804.8,28.3,0,0.001,‐0.203999996
CJ061412_04,CJ,1215137.614,2310582.307,14‐06‐2012 09:47:30,6.725613,0.00769,1.52556,805.6,30.6,27.11300087,0.030999999,6.150000095
CJ061412_05,CJ,1215248.201,2310576.912,14‐06‐2012 09:54:10,0,0.003703,2.056099,805.5,32.0,‐3.611999989,0.015,8.328000069
CJ061412_06,CJ,1215144.126,2310743.413,14‐06‐2012 10:00:53,0,0.000984,0.379091,805.5,33.1,0,0.004,1.541000009
CJ061412_07,CJ,1215147.975,2310972.465,14‐06‐2012 10:04:30,0,0.000981,0.782743,804.5,33.6,‐1.378999949,0.004,3.190999985
CJ061412_08,CJ,1214929.722,2311156.232,14‐06‐2012 10:09:16,0,0.000734,0.703399,804.0,34.1,0,0.003,2.874000072
CJ061412_09,CJ,1214758.528,2311146.48,14‐06‐2012 10:14:55,0,0,0.285048,803.7,34.6,0,0,1.167000055
CJ061412_10,CJ,1214506.361,2311155.759,14‐06‐2012 10:20:15,0,0.002683,2.012644,803.3,34.9,‐0.061999999,0.011,8.251999855
CJ061412_11,CJ,1214375.999,2310915.484,14‐06‐2012 10:26:34,0,0.012429,0.46206,803.7,35.3,‐2.539999962,0.050999999,1.896000028
CJ061412_12,CJ,1214567.922,2310935.933,14‐06‐2012 10:30:16,0,0.014611,2.573704,803.6,35.5,‐0.122000001,0.059999999,10.56900024
CJ061412_13,CJ,1214743.858,2310941.067,14‐06‐2012 10:38:09,0,0,0.367841,803.6,36.0,‐0.675000012,0,1.513000011
CJ061412_14,CJ,1214949.068,2310980.443,14‐06‐2012 10:41:39,0,0.001215,1.194433,804.3,36.4,0,0.005,4.914999962
CJ061412_15,CJ,1214745.325,2310755.709,14‐06‐2012 10:46:07,0,0.001215,0,804.7,36.7,‐0.028000001,0.005,‐0.037999999
CJ061412_16,CJ,1214729.199,2310544.418,14‐06‐2012 10:51:22,0,0.001698,0.124894,804.7,37.2,0,0.007,0.514999986
CJ061412_17,CJ,1214946.133,2310561.722,14‐06‐2012 10:57:22,0,0.003151,0.246513,805.6,37.7,0,0.013,1.01699996
CJ061412_18,CJ,1214981.256,2310720.104,14‐06‐2012 11:01:32,0,0.014041,6.220037,805.6,38.1,0,0.057999998,25.69400024
CJ061412_19,CJ,1215957.193,2310959.574,14‐06‐2012 11:25:45,0,0.001202,0.634379,803.3,39.4,‐0.002,0.005,2.638999939
CJ061412_20,CJ,1215749.258,2310949.388,14‐06‐2012 11:29:55,0,0.002883,0.786323,803.6,39.7,0,0.012,3.273000002
CJ061412_21,CJ,1215565.618,2310948.091,14‐06‐2012 11:33:23,0,0.002879,0.081345,803.4,40.0,0,0.012,0.338999987
CJ061412_22,CJ,1215739.708,2310738.259,14‐06‐2012 11:38:22,0,0.002897,0.085702,808.8,40.2,0,0.012,0.354999989
CJ061412_23,CJ,1215906.41,2310730.776,14‐06‐2012 11:42:32,0,0.00168,0.239451,804.6,40.5,0,0.007,0.998000026
CJ061412_24,CJ,1216135.627,2310992.831,14‐06‐2012 11:49:00,0.00024,0.002637,0.682947,804.9,40.9,0.001,0.011,2.848999977
CJ061412_25,CJ,1216143.792,2311160.392,14‐06‐2012 11:53:47,0,0.001673,0,803.4,41.3,0,0.007,‐1.738000035
CJ061412_26,CJ,1215960.523,2311164.309,14‐06‐2012 12:04:16,0,0.00167,0.58648,803.2,41.7,‐0.07,0.007,2.457999945
CJ061412_27,CJ,1215768.76,2311181.429,14‐06‐2012 12:14:26,0,0.001904,0.065224,802.6,42.2,‐0.015,0.008,0.273999989
CJ061412_28,CJ,1215570.884,2311180.48,14‐06‐2012 12:18:22,0,0.00404,2.087571,801.8,42.4,0,0.017000001,8.784000397
CJ061412_29,CJ,1215356.926,2311164.701,14‐06‐2012 12:24:05,0.008794,0.001426,143.2593,802.4,42.6,0.037,0.006,602.7319946
CJ061412_30,CJ,1215239.15,2311167.632,14‐06‐2012 12:27:30,0,0.002138,0.197928,802.4,42.7,‐0.231000006,0.009,0.833000004
CJ061412_31,CJ,1214979.296,2311373.998,14‐06‐2012 12:32:29,0,0.00404,0.153285,802.8,42.8,‐0.026000001,0.017000001,0.644999981
CJ061412_32,CJ,1215363.676,2311357.895,14‐06‐2012 12:40:18,0,0.003088,0.03041,802.8,42.9,‐0.01,0.013,0.128000006
CJ061412_33,CJ,1215412.212,2311578.766,14‐06‐2012 12:44:16,0,0.002133,0.081532,801.4,43.1,0,0.009,0.344000012
CJ061412_34,CJ,1215606.698,2311740.167,14‐06‐2012 12:51:00,0,0.00284,0.137523,800.6,43.2,0,0.012,0.58099997
CJ061412_35,CJ,1215746.711,2311773.128,14‐06‐2012 12:57:06,0,0.00165,0.084646,798.0,43.4,0,0.007,0.358999997
CJ061412_36,CJ,1215956.928,2311958.137,14‐06‐2012 13:02:43,0,0.001878,0,794.8,43.6,‐0.055,0.008,‐179.9539948
CJ061412_37,CJ,1215958.177,2311759.304,14‐06‐2012 13:06:45,0,0.004927,5.015124,794.8,43.7,0,0.021,21.37599945
CJ061412_38,CJ,1216166.554,2311957.602,14‐06‐2012 13:12:58,0,0.003049,21.88939,794.9,43.8,0,0.013,93.31700134
CJ061412_39,CJ,1216153.248,2311763.334,14‐06‐2012 13:19:27,0,0.00211,0.079005,794.7,43.9,‐0.018999999,0.009,0.337000012
CJ061412_40,CJ,1216367.823,2312150.608,14‐06‐2012 13:24:38,0,0.001641,0,794.9,44.0,0,0.007,‐208.9320068
CJ061412_41,CJ,1216563.327,2312354.978,14‐06‐2012 13:28:24,0,0.001873,0.655212,794.3,44.1,‐0.044,0.008,2.798000097
CJ061412_42,CJ,1216542.213,2312160.919,14‐06‐2012 13:32:07,0,0.001637,0.019882,793.9,44.3,0,0.007,0.085000001
CJ061412_43,CJ,1216743.94,2312358.559,14‐06‐2012 13:36:09,0,0.001637,0,794.0,44.4,0,0.007,‐140.0659943
