Site Pt                                         Abbrev,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
VosburgPike071719_23,Sec12,1245603.088,2362017.816,17-07-2019 09:30:27,5.747834,0.000692,5.603233,761.8,35.8,24.923,0.003,24.296
VosburgPike071719_24,Sec12,1245602.385,2361988.385,17-07-2019 09:34:39,17.626530,0.001151,7.450109,761.4,36.2,76.569,0.005,32.363
VosburgPike071719_25,Sec12,1245691.044,2361802.066,17-07-2019 09:39:50,0.000000,0.002755,0.092297,761.1,36.9,-0.072,0.012,0.402
VosburgPike071719_26,Sec12,1245875.472,2361800.099,17-07-2019 09:45:25,0.000000,0.000000,0.221508,759.2,37.8,-0.221,-0.002,0.97
VosburgPike071719_27,Sec12,1245936.594,2361822.451,17-07-2019 09:48:42,0.000000,0.000912,0.246734,759.1,38.2,-0.458,0.004,1.082
VosburgPike071719_28,Sec12,1246007.348,2361841.745,17-07-2019 09:51:41,0.000000,0.001823,0.119628,759.5,38.6,-0.309,0.008,0.525
VosburgPike071719_29,Sec12,1246014.82,2361894.582,17-07-2019 09:54:43,0.000000,0.001138,0.061691,759.5,38.9,-0.001,0.005,0.271
VosburgPike071719_30,Sec12,1245937.56,2361879.964,17-07-2019 09:57:38,0.000000,0.002048,0.261255,760.0,39.2,0,0.009,1.148
VosburgPike071719_31,Sec12,1245891.378,2361962.86,17-07-2019 10:02:14,0.000000,0.000682,0.450881,760.3,39.6,-0.421,0.003,1.983
VosburgPike071719_32,Sec12,1245966.618,2361970.249,17-07-2019 10:05:18,0.000000,0.000227,0.130314,761.2,39.9,-0.634,0.001,0.573
VosburgPike071719_33,Sec12,1246040.697,2361967.905,17-07-2019 10:08:30,0.000000,0.000909,0.206261,760.8,40.1,-0.257,0.004,0.908
VosburgPike071719_34,Sec12,1246003.787,2362048.413,17-07-2019 10:12:43,0.000000,0.000000,0.014293,760.3,40.3,-0.401,-0.005,0.063
VosburgPike071719_35,Sec12,1245975.537,2362109.011,17-07-2019 10:15:14,0.000000,0.000681,0.096047,761.2,40.4,-0.435,0.003,0.423
VosburgPike071719_36,Sec12,1245960.948,2362154.804,17-07-2019 10:18:04,0.000000,0.000454,0.161029,761.4,40.4,-1.364,0.002,0.709
VosburgPike071719_37,Sec12,1245967.356,2362228.432,17-07-2019 10:21:11,0.000000,0.000000,0.087942,761.8,40.4,-0.529,0,0.387
VosburgPike071719_38,Sec12,1245922.603,2362229.134,17-07-2019 10:25:12,0.000000,0.000227,0.349134,762.5,40.4,-0.166,0.001,1.535
VosburgPike071719_39,Sec12,1245838.552,2362250.752,17-07-2019 10:29:10,0.000000,0.000683,0.088302,762.7,40.3,-0.421,0.003,0.388
VosburgPike071719_40,Sec12,1245824.161,2362326.999,17-07-2019 10:32:44,0.000000,0.000000,0.031416,762.7,40.2,-0.053,0,0.138
VosburgPike071719_41,Sec12,1245810.411,2362353.054,17-07-2019 10:35:04,0.000000,0.000683,0.199929,762.4,40.0,-0.214,0.003,0.878
VosburgPike071719_42,Sec12,1245779.95,2362372.395,17-07-2019 10:37:41,0.000000,0.000911,0.215311,762.6,39.9,-0.045,0.004,0.945
VosburgPike071719_43,Sec12,1245748.222,2362343.569,17-07-2019 10:41:12,0.000000,0.001368,0.198768,762.7,39.8,-0.431,0.006,0.872
VosburgPike071719_44,Sec12,1245763.804,2362320.372,17-07-2019 10:43:44,0.000000,0.000456,0.486325,763.0,39.7,-0.15,0.002,2.132
VosburgPike071719_45,Sec12,1245774.482,2362282.065,17-07-2019 10:47:30,8.360620,0.000228,1.307131,762.8,39.6,36.65,0.001,5.73
VosburgPike071719_46,Sec12,1245764.525,2362252.082,17-07-2019 10:50:55,0.000000,0.000000,0.052243,763.1,39.7,-0.465,-0.002,0.229
VosburgPike071719_47,Sec12,1245740.014,2362260.303,17-07-2019 10:54:13,3.569493,0.001141,0.592176,763.6,39.7,15.636,0.005,2.594
VosburgPike071719_48,Sec12,1245723.405,2362287.239,17-07-2019 10:56:50,0.000000,0.001142,0.102977,763.5,39.6,-0.176,0.005,0.451
VosburgPike071719_49,Sec12,1245692.61,2362301.096,17-07-2019 10:59:34,0.000000,0.000685,0.519611,763.4,39.6,0,0.003,2.276
VosburgPike071719_50,Sec12,1245701.131,2362344.337,17-07-2019 11:01:52,0.000000,0.000685,0.137629,763.2,39.6,-0.456,0.003,0.603
VosburgPike071719_51,Sec12,1245646.486,2362337.443,17-07-2019 11:06:17,0.000000,0.001826,0.162258,763.1,39.6,0,0.008,0.711
VosburgPike071719_52,Sec12,1245627.28,2362311.665,17-07-2019 11:09:03,0.000000,0.000457,0.397751,763.5,39.6,0,0.002,1.742
VosburgPike071719_53,Sec12,1245594.068,2362359.093,17-07-2019 11:12:38,0.000000,0.000228,0.248017,763.9,39.7,-0.386,0.001,1.086
VosburgPike071719_54,Sec12,1245598.362,2362294.38,17-07-2019 11:15:18,0.000000,0.000457,0.067626,764.2,39.7,0,0.002,0.296
VosburgPike071719_55,Sec12,1245614.113,2362228.726,17-07-2019 11:18:35,0.000000,0.001371,0.127729,764.3,39.7,0,0.006,0.559
VosburgPike071719_56,Sec12,1245641.366,2362219.097,17-07-2019 11:21:27,4.977036,0.000914,0.468260,763.8,39.6,21.789,0.004,2.05
VosburgPike071719_57,Sec12,1245651.397,2362243.727,17-07-2019 11:23:50,0.000000,0.002740,0.611091,763.6,39.6,0,0.012,2.676
VosburgPike071719_58,Sec12,1245670.67,2362210.496,17-07-2019 11:26:15,0.000000,0.002283,0.485594,763.4,39.6,0,0.01,2.127
VosburgPike071719_59,Sec12,1245723.758,2362204.706,17-07-2019 11:28:57,0.000000,0.002282,0.015059,763.2,39.7,0,0.01,0.066
VosburgPike071719_60,Sec12,1245752.066,2362195.051,17-07-2019 11:31:27,0.000000,0.000000,0.122422,762.8,39.8,0,-0.001,0.537
VosburgPike071719_61,Sec12,1245782.021,2362178.894,17-07-2019 11:34:07,0.000000,0.002051,0.127397,762.8,39.9,0,0.009,0.559
VosburgPike071719_62,Sec12,1245826.073,2362163.088,17-07-2019 12:05:34,0.000000,0.000000,0.000000,762.4,40.0,-0.52,0,-0.031
VosburgPike071719_63,Sec12,1245873.74,2362154.293,17-07-2019 12:08:09,0.000000,0.002506,0.238502,762.2,39.8,0,0.011,1.047
VosburgPike071719_64,Sec12,1245868.463,2362137.012,17-07-2019 12:10:26,0.000000,0.001367,0.028476,762.0,39.7,0,0.006,0.125
VosburgPike071719_65,Sec12,1245832.3,2362108.267,17-07-2019 12:14:00,5.005864,0.000228,1.158406,762.0,39.7,21.974,0.001,5.085
VosburgPike071719_66,Sec12,1245797.034,2362099.196,17-07-2019 12:17:32,1.577214,0.000456,0.818228,762.4,39.8,6.922,0.002,3.591
VosburgPike071719_67,Sec12,1245778.445,2362084.948,17-07-2019 12:20:25,13.420030,0.001139,2.173956,762.4,39.9,58.916,0.005,9.544
VosburgPike071719_68,Sec12,1245706.145,2362065.136,17-07-2019 12:23:39,15.421300,0.000000,0.508702,762.3,40.1,67.754,0,2.235
VosburgPike071719_69,Sec12,1245669.456,2362053.258,17-07-2019 12:27:35,0.000000,0.000455,1.191975,762.3,40.4,-1.18,0.002,5.242
VosburgPike071719_70,Sec12,1245677.497,2362042.005,17-07-2019 12:30:20,10.858790,0.000681,8.256735,761.8,40.6,47.816,0.003,36.358
VosburgPike071719_71,Sec12,1245735.795,2362039.243,17-07-2019 12:33:06,0.000000,0.000000,0.646604,761.8,40.9,-4.232,0,2.85
VosburgPike071719_72,Sec12,1245758.035,2362030.676,17-07-2019 12:35:24,18.031860,0.000680,1.672185,761.5,41.1,79.56,0.003,7.378
VosburgPike071719_73,Sec12,1245783.109,2362031.144,17-07-2019 12:37:47,0.000000,0.000453,0.244621,761.5,41.3,-1.2,0.002,1.08
VosburgPike071719_74,Sec12,1245780.342,2362150.644,17-07-2019 12:45:54,0.000000,0.000678,0.100085,761.5,42.1,-1.788,0.003,0.443
VosburgPike071719_75,Sec12,1245775.263,2362144.402,17-07-2019 12:48:24,4.153936,0.002940,0.587508,762.7,42.3,18.369,0.013,2.598
VosburgPike071719_76,Sec12,1245774.999,2362136.586,17-07-2019 12:51:02,11.664060,0.000904,0.183734,762.7,42.5,51.612,0.004,0.813
VosburgPike071719_77,Sec12,1245773.658,2362133.123,17-07-2019 12:53:48,1105.496000,0.001582,3.505924,763.0,42.7,4892.858,0.007,15.517
VosburgPike071719_78,Sec12,1245706.334,2362171.999,17-07-2019 12:57:23,0.000000,0.000000,0.045582,763.0,43.1,-4.292,-0.003,0.202
VosburgPike071719_79,Sec12,1245700.357,2362164.31,17-07-2019 12:59:38,0.000000,0.000000,0.041720,763.0,43.3,0,-0.001,0.185
VosburgPike071719_80,Sec12,1245949.821,2359369.274,17-07-2019 13:32:08,0.000000,0.000000,0.606435,755.0,39.5,-2.036,-0.001,2.685
VosburgPike071719_81,Sec12,1245943.23,2359266.996,17-07-2019 13:35:17,3.345460,0.001128,2.337063,754.9,39.9,14.833,0.005,10.362
VosburgPike071719_82,Sec12,1245913.068,2359302.843,17-07-2019 13:37:58,0.000000,0.002477,0.113056,755.0,40.4,-3.534,0.011,0.502
VosburgPike071719_83,Sec12,1245883.552,2359315.976,17-07-2019 13:40:40,1.522102,0.000000,0.576666,755.0,40.7,6.765,0,2.563
VosburgPike071719_84,Sec12,1245867.125,2359341.31,17-07-2019 13:43:04,0.000000,0.000000,0.352241,755.5,41.0,-2.13,-0.001,1.566
VosburgPike071719_85,Sec12,1245833.976,2359365.296,17-07-2019 13:45:34,0.000000,0.001798,0.280932,755.6,41.3,0,0.008,1.25
VosburgPike071719_86,Sec12,1245727.781,2359363.443,17-07-2019 13:48:56,0.000000,0.003368,0.200523,755.9,41.7,-0.358,0.015,0.893
VosburgPike071719_87,Sec12,1245751.814,2359141.1,17-07-2019 13:52:56,0.000000,0.000000,0.154959,756.1,42.2,0,-0.003,0.691
VosburgPike071719_88,Sec12,1245711.574,2359007.081,17-07-2019 13:57:17,0.000000,0.000000,0.032411,754.6,42.6,0,0,0.145
VosburgPike071719_89,Sec12,1245727.746,2358776.825,17-07-2019 14:02:06,0.000000,0.002230,0.449072,753.7,43.0,0,0.01,2.014
VosburgPike071719_90,Sec12,1245932.876,2358751.746,17-07-2019 14:05:37,0.000000,0.004005,0.129716,752.8,43.3,0,0.018,0.583
VosburgPike071719_91,Sec12,1246129.223,2358741.757,17-07-2019 14:08:56,0.000000,0.002446,0.175217,752.8,43.5,-0.467,0.011,0.788
VosburgPike071719_92,Sec12,1246129.323,2358951.425,17-07-2019 14:12:44,0.000000,0.000000,0.089652,752.0,43.8,0,-0.001,0.404
VosburgPike071719_93,Sec12,1245964.921,2359025.476,17-07-2019 14:15:57,0.000000,0.000888,0.621510,752.4,44.0,0,0.004,2.801
VosburgPike071719_94,Sec12,1245925.033,2358979.483,17-07-2019 14:19:11,0.000000,0.000000,0.105027,753.4,44.2,0,-0.001,0.473
VosburgPike071719_95,Sec12,1245921.841,2359163.302,17-07-2019 14:22:42,0.000000,0.000000,0.162477,753.6,44.4,0,-0.001,0.732
VosburgPike071719_96,Sec12,1246141.344,2359165.075,17-07-2019 14:26:54,0.000000,0.001776,0.178091,754.4,44.6,0,0.008,0.802
VosburgPike071719_97,Sec12,1246360.329,2359415.381,17-07-2019 14:33:15,0.000000,0.001773,0.195515,753.8,44.9,0,0.008,0.882
VosburgPike071719_98,Sec12,1246336.422,2359551.283,17-07-2019 14:36:17,0.000000,0.002215,0.159469,753.4,45.0,-0.371,0.01,0.72
VosburgPike071719_99,Sec12,1246144.877,2359535.861,17-07-2019 14:41:55,0.000000,0.001106,0.090048,753.3,45.3,-0.44,0.005,0.407
VosburgPike071819_103,Sec12,1245163.466,2361076.864,18-07-2019 08:21:34,0.000000,0.000000,0.393641,765.0,26.4,-0.854,-0.002,1.648
VosburgPike071819_104,Sec12,1245229.456,2361278.32,18-07-2019 08:28:32,0.000000,0.000000,0.019993,765.1,27.5,0,0,0.084
VosburgPike071819_105,Sec12,1245441.014,2361284.853,18-07-2019 08:33:30,0.000000,0.000473,0.066501,762.0,28.0,0,0.002,0.281
VosburgPike071819_106,Sec12,1245587.784,2361339.432,18-07-2019 08:37:04,0.000000,0.001179,0.112013,760.3,28.4,0,0.005,0.475
VosburgPike071819_107,Sec12,1245833.606,2361299.07,18-07-2019 08:42:05,0.000000,0.000235,0.025164,759.5,28.9,0,0.001,0.107
VosburgPike071819_108,Sec12,1246028.206,2361238.167,18-07-2019 08:45:54,0.000000,0.000234,0.133045,757.7,29.4,0,0.001,0.568
VosburgPike071819_109,Sec12,1246217.05,2361243.145,18-07-2019 08:50:04,0.000000,0.000935,0.232525,757.2,29.9,0,0.004,0.995
VosburgPike071819_110,Sec12,1246162.795,2360976.564,18-07-2019 08:56:49,0.000000,0.000000,0.067016,755.7,30.6,0,0,0.288
VosburgPike071819_111,Sec12,1246016.552,2361064.518,18-07-2019 09:00:25,0.000000,0.000000,0.190343,758.3,30.9,0,0,0.816
VosburgPike071819_112,Sec12,1245879.217,2361021.663,18-07-2019 09:04:26,11.072320,0.000000,0.780611,758.0,31.1,47.517,0,3.35
VosburgPike071819_113,Sec12,1245837.34,2361008.179,18-07-2019 09:07:37,18.463310,0.000000,0.931204,759.5,31.3,79.131,0,3.991
VosburgPike071819_114,Sec12,1245803.213,2361009.789,18-07-2019 09:10:42,2.246331,0.000934,0.889148,760.1,31.4,9.623,0.004,3.809
VosburgPike071819_115,Sec12,1245713.509,2361048.217,18-07-2019 09:15:59,19.712570,0.000000,0.300252,760.4,31.7,84.496,-0.002,1.287
VosburgPike071819_116,Sec12,1245673.632,2361040.88,18-07-2019 09:19:47,2.831693,0.000233,0.548175,761.2,31.8,12.129,0.001,2.348
VosburgPike071819_117,Sec12,1245647.783,2361033.302,18-07-2019 09:22:19,53.335230,0.000234,0.739966,761.8,31.8,228.271,0.001,3.167
VosburgPike071819_118,Sec12,1245601.336,2361040.219,18-07-2019 09:25:00,0.000000,0.000701,0.712722,761.9,31.9,-0.783,0.003,3.051
VosburgPike071819_119,Sec12,1245376.97,2361010.813,18-07-2019 09:30:27,0.764882,0.000467,0.518560,762.0,32.1,3.276,0.002,2.221
VosburgPike071819_120,Sec12,1245334.68,2361002.039,18-07-2019 09:33:47,0.000000,0.000468,0.281238,764.5,32.2,0,0.002,1.201
VosburgPike071819_121,Sec12,1245336.739,2360814.704,18-07-2019 09:41:25,0.000000,0.002801,0.006302,764.3,33.1,0,0.012,0.027
VosburgPike071819_122,Sec12,1245503.785,2360743.856,18-07-2019 09:46:11,0.000000,0.000000,0.295692,762.2,34.0,-0.178,-0.001,1.274
VosburgPike071819_123,Sec12,1245758.031,2360711.669,18-07-2019 09:50:40,0.000000,0.002313,0.246976,761.4,34.8,-0.001,0.01,1.068
VosburgPike071819_124,Sec12,1245886.918,2360749.269,18-07-2019 09:54:30,0.000000,0.000461,0.174384,761.2,35.5,0,0.002,0.756
VosburgPike071819_125,Sec12,1246137.044,2360748.151,18-07-2019 10:00:33,0.000000,0.000000,0.020474,761.6,36.5,0,-0.001,0.089
VosburgPike071819_126,Sec12,1246130.635,2360494.429,18-07-2019 10:05:43,0.000000,0.000000,0.000000,758.7,37.0,0,0,-0.245
VosburgPike071819_127,Sec12,1246104.881,2360337.636,18-07-2019 10:10:53,2.951293,0.000000,0.865286,758.7,37.5,12.92,-0.002,3.788
VosburgPike071819_128,Sec12,1246095.775,2360214.327,18-07-2019 10:15:12,0.000000,0.001593,0.052574,756.9,37.9,0,0.007,0.231
VosburgPike071819_129,Sec12,1245978.584,2360287.99,18-07-2019 10:18:30,0.000000,0.000000,0.115057,755.2,38.1,0,-0.001,0.507
VosburgPike071819_130,Sec12,1245909.958,2360269.471,18-07-2019 10:21:21,0.000000,0.000908,0.134622,756.2,38.4,0,0.004,0.593
VosburgPike071819_131,Sec12,1245908.582,2360173.272,18-07-2019 10:24:05,0.000000,0.000000,0.070973,755.8,38.6,0,-0.003,0.313
VosburgPike071819_132,Sec12,1245787.265,2360036.019,18-07-2019 10:28:43,0.000000,0.000679,0.212082,755.4,39.0,-0.435,0.003,0.937
VosburgPike071819_133,Sec12,1245730.617,2360108.86,18-07-2019 10:31:30,0.000000,0.001359,0.053903,756.6,39.3,0,0.006,0.238
VosburgPike071819_134,Sec12,1245514.548,2359940.7,18-07-2019 10:38:23,0.000000,0.002261,0.278114,756.8,39.9,0,0.01,1.23
VosburgPike071819_135,Sec12,1245393.728,2359964.392,18-07-2019 10:43:13,0.000000,0.000453,0.281960,759.6,40.3,0,0.002,1.244
VosburgPike071819_136,Sec12,1245443.481,2360174.623,18-07-2019 10:49:14,0.000000,0.000227,0.090170,760.0,40.6,0,0.001,0.398
VosburgPike071819_137,Sec12,1245330.089,2360226.98,18-07-2019 10:55:33,0.000000,0.001359,0.411925,759.9,40.7,0,0.006,1.819
VosburgPike071819_138,Sec12,1245404.102,2360383.01,18-07-2019 11:02:29,0.000000,0.000680,0.058439,760.8,41.0,0,0.003,0.258
VosburgPike071819_139,Sec12,1245563.405,2360346.847,18-07-2019 11:06:45,0.000000,0.000453,0.231945,760.3,41.1,-0.644,0.002,1.025
VosburgPike071819_140,Sec12,1245770.272,2360400.792,18-07-2019 11:10:51,0.000000,0.000000,0.026179,759.0,41.4,-0.038,-0.004,0.116
VosburgPike071819_141,Sec12,1245764.447,2360507.136,18-07-2019 11:13:50,0.000000,0.000000,0.072523,757.7,41.5,-0.417,-0.006,0.322
VosburgPike071819_142,Sec12,1245885.189,2360547.035,18-07-2019 11:16:53,0.000000,0.000000,0.113787,758.5,41.7,-0.116,-0.004,0.505
VosburgPike071819_143,Sec12,1245183.29,2360903.909,18-07-2019 11:29:40,0.000000,0.001127,0.375298,759.5,42.0,0,0.005,1.665
VosburgPike071119_14,Sec17,1240899.614,2341124.137,11/7/19 11:43,0.000000,0.000000,0.014468,758.8,45.7,-0.475,-0.004,0.065
VosburgPike071119_15,Sec17,1240880.893,2341109.309,11/7/19 11:47,0.000000,0.000000,0.110848,771.2,45.7,-0.19,-0.003,0.49
VosburgPike071119_16,Sec17,1240868.082,2341102.34,11/7/19 11:50,0.000000,0.000000,0.172810,771.1,45.7,0,-0.003,0.764
VosburgPike071119_17,Sec17,1240899.28,2341093.368,11/7/19 11:53,0.000000,0.000000,0.056756,771.1,45.8,-1.067,-0.007,0.251
VosburgPike071119_18,Sec17,1240825.981,2341123.267,11/7/19 11:57,0.000000,0.000903,0.000903,770.5,46.0,0,0.004,0.004
VosburgPike071119_19,Sec17,1240795.282,2341098.895,11/7/19 12:00,0.000000,0.001582,0.024182,771.4,46.1,0,0.007,0.107
VosburgPike071119_20,Sec17,1240812.752,2341047.169,11/7/19 12:04,0.000000,0.000000,0.264735,771.5,46.3,0,0,1.172
VosburgPike071119_21,Sec17,1240795.124,2340994.519,11/7/19 12:07,0.000000,0.000000,0.047597,770.7,46.4,-1.219,-0.004,0.211
VosburgPike071119_22,Sec17,1240794.523,2340960.794,11/7/19 12:09,0.000000,0.000000,0.103229,770.3,46.5,0,-0.005,0.458
VosburgPike071119_23,Sec17,1240861.006,2340959.52,11/7/19 12:13,0.000000,0.000000,0.043231,770.0,46.7,0,-0.006,0.192
VosburgPike071119_24,Sec17,1240912.779,2340959.219,11/7/19 12:17,0.000000,0.000000,0.079136,769.3,46.9,0,-0.007,0.352
VosburgPike071119_25,Sec17,1240909.965,2340989.24,11/7/19 12:20,0.000000,0.000674,0.169723,768.7,47.1,-0.16,0.003,0.756
VosburgPike071119_26,Sec17,1240848.483,2341003.535,11/7/19 12:23,0.000000,0.000000,0.179638,769.1,47.2,-0.342,-0.001,0.8
VosburgPike071119_27,Sec17,1240849.688,2341019.287,11/7/19 12:26,2.453885,0.000000,2.225188,769.7,47.3,10.923,-0.006,9.905
VosburgPike071119_28,Sec17,1240852.173,2341052.145,11/7/19 12:29,0.000000,0.000000,0.754374,769.7,47.4,-3.604,-0.002,3.359
VosburgPike071119_29,Sec17,1240869.819,2341039.421,11/7/19 12:32,7.319384,0.001123,1.994521,769.7,47.4,32.591,0.005,8.881
FloridaRiver070819_39,Sec18,1237507.152,2335115.417,8/7/19 12:06,0.000000,0.002112,0.493138,784.1,39.3,-0.047,0.009,2.101
FloridaRiver070819_40,Sec18,1237497.26,2335173.551,8/7/19 12:09,0.000000,0.002087,0.092303,775.0,39.4,-0.047,0.009,0.398
FloridaRiver070819_41,Sec18,1237502.122,2335248.831,8/7/19 12:12,0.000000,0.002319,0.171818,775.1,39.5,-0.062,0.01,0.741
FloridaRiver070819_42,Sec18,1237462.489,2335298.66,8/7/19 12:16,0.000000,0.002319,0.240454,775.6,39.7,-0.102,0.01,1.037
FloridaRiver070819_43,Sec18,1237427.117,2335304.457,8/7/19 12:18,0.000000,0.001855,0.109937,776.3,39.9,-0.413,0.008,0.474
FloridaRiver070819_44,Sec18,1237430.482,2335259.045,8/7/19 12:22,0.000000,0.000232,0.444448,776.9,40.1,-0.091,0.001,1.916
FloridaRiver070819_45,Sec18,1237414.662,2335224.699,8/7/19 12:24,0.000000,0.003012,0.804691,776.5,40.3,0,0.013,3.473
FloridaRiver070819_46,Sec18,1237416.314,2335183.138,8/7/19 12:27,0.000000,0.000000,0.262579,776.5,40.5,0,-0.001,1.134
FloridaRiver070819_47,Sec18,1237375.449,2335194.131,8/7/19 12:31,0.000000,0.000000,0.152821,776.3,40.9,-0.162,-0.004,0.661
FloridaRiver070819_48,Sec18,1237423.935,2335124.61,8/7/19 12:34,0.000000,0.000000,0.077422,776.5,41.1,0,-0.007,0.335
FloridaRiver070819_49,Sec18,1237403.548,2335118.353,8/7/19 12:36,0.000000,0.003001,0.283974,776.2,41.3,0,0.013,1.23
FloridaRiver070819_50,Sec18,1237399.315,2335070.008,8/7/19 12:39,0.000000,0.000000,0.101289,776.2,41.5,0,-0.007,0.439
FloridaRiver070819_51,Sec18,1237375.367,2335064.555,8/7/19 12:42,0.000000,0.003459,0.031361,776.0,41.6,-0.198,0.015,0.136
FloridaRiver070819_52,Sec18,1237343.313,2335084.525,8/7/19 12:45,0.000000,0.000000,0.250823,776.3,41.8,0,-0.007,1.088
FloridaRiver070819_53,Sec18,1237334.008,2335117.718,8/7/19 12:48,0.000000,0.001614,0.086490,776.9,41.9,0,0.007,0.375
FloridaRiver070819_54,Sec18,1237312.863,2335171.619,8/7/19 12:51,0.000000,0.002998,0.223017,777.1,42.0,0,0.013,0.967
FloridaRiver070819_55,Sec18,1237319.691,2335235.227,8/7/19 12:53,0.000000,0.000000,0.162582,777.3,42.1,-0.033,0,0.705
FloridaRiver070819_56,Sec18,1237358.14,2335238.894,8/7/19 12:56,0.000000,0.001845,0.186762,777.4,42.2,0,0.008,0.81
FloridaRiver070819_57,Sec18,1237349.16,2335258.14,8/7/19 12:58,0.000000,0.000692,0.127736,777.4,42.2,-0.047,0.003,0.554
FloridaRiver070819_58,Sec18,1237371.392,2335296.569,8/7/19 13:01,0.000000,0.000691,0.065453,777.3,42.3,0,0.003,0.284
SFTC071019_01,TC2PR,1243371.942,2373785.613,10/7/19 9:53,0.000000,0.000000,0.009238,783.5,28.3,-3.767,-0.006,0.038
SFTC071019_02,TC2PR,1243366.818,2373676.745,10/7/19 9:56,0.000000,0.000242,0.134911,783.5,29.4,-0.386,0.001,0.557
SFTC071019_03,TC2PR,1243303.324,2373709.039,10/7/19 10:00,0.000000,0.000723,0.066301,783.5,30.8,0,0.003,0.275
SFTC071019_04,TC2PR,1243297.149,2373764.555,10/7/19 10:03,0.000000,0.001924,0.141668,783.7,31.6,0,0.008,0.589
SFTC071019_05,TC2PR,1243300.87,2373824.9,10/7/19 10:05,0.000000,0.002881,0.303904,783.7,32.2,0,0.012,1.266
SFTC071019_06,TC2PR,1243299.426,2373844.115,10/7/19 10:09,1.713751,0.002395,0.111839,783.9,33.0,7.156,0.01,0.467
SFTC071019_07,TC2PR,1243308.097,2373882.61,10/7/19 10:11,0.000000,0.001673,0.243017,783.7,33.6,0,0.007,1.017
SFTC071019_08,TC2PR,1243327.493,2373899.787,10/7/19 10:13,0.000000,0.000716,0.032931,783.9,34.1,0,0.003,0.138
SFTC071019_09,TC2PR,1243297.526,2373925.562,10/7/19 10:16,0.000000,0.001191,0.140277,783.9,34.7,0,0.005,0.589
SFTC071019_10,TC2PR,1243246.95,2373923.969,10/7/19 10:19,0.000000,0.001902,0.282624,783.9,35.3,-0.487,0.008,1.189
SFTC071019_11,TC2PR,1243240.152,2373864.348,10/7/19 10:21,0.000000,0.000712,0.107029,783.9,35.8,-1.296,0.003,0.451
SFTC071019_12,TC2PR,1243253.626,2373830.045,10/7/19 10:24,0.000000,0.000711,0.028896,783.9,36.4,-0.001,0.003,0.122
SFTC071019_13,TC2PR,1243267.154,2373803.325,10/7/19 10:26,0.000000,0.000000,0.023403,783.9,37.0,0,0,0.099
SFTC071019_14,TC2PR,1243229.655,2373783.351,10/7/19 10:28,0.000000,0.000943,0.109177,783.7,37.7,-0.466,0.004,0.463
SFTC071019_15,TC2PR,1243205.98,2373744.868,10/7/19 10:31,0.000000,0.000000,0.034820,783.7,38.4,0,-0.002,0.148
SFTC071019_16,TC2PR,1243240.879,2373986.452,10/7/19 10:36,0.000000,0.000234,0.139685,783.7,39.6,0,0.001,0.596
SFTC071019_17,TC2PR,1243220.105,2373984.105,10/7/19 10:38,0.000000,0.000936,0.054975,784.0,40.3,0,0.004,0.235
SFTC071019_18,TC2PR,1243345.609,2373980.774,10/7/19 10:42,0.000000,0.000000,0.063952,784.2,41.1,0,-0.004,0.274
SFTC071019_19,TC2PR,1243376.839,2373991.914,10/7/19 10:45,0.000000,0.001165,0.261210,783.9,41.5,-0.029,0.005,1.121
SFTC071019_20,TC2PR,1243402.202,2373998.265,10/7/19 10:47,0.655080,0.000466,0.527742,783.9,41.8,2.814,0.002,2.267
SFTC071019_21,TC2PR,1243418.022,2374010.95,10/7/19 10:49,0.000000,0.000000,0.036516,784.2,42.2,0,-0.001,0.157
SFTC071019_22,TC2PR,1243425.562,2373972.547,10/7/19 10:52,1.281066,0.000000,0.750481,783.9,42.6,5.517,-0.002,3.232
SFTC071019_23,TC2PR,1243459.232,2373942.687,10/7/19 10:55,1.046740,0.003246,0.676730,783.9,43.1,4.515,0.014,2.919
SFTC071019_24,TC2PR,1243483.936,2373937.094,10/7/19 10:58,1.427283,0.004630,1.265223,783.8,43.5,6.165,0.02,5.465
SFTC071019_25,TC2PR,1243512.06,2373916.361,10/7/19 11:00,0.000000,0.000000,0.000000,783.6,43.9,0,-0.012,-0.003
SFTC071019_26,TC2PR,1243562.735,2373968.327,10/7/19 11:03,0.000000,0.000000,0.000000,783.9,44.4,0,-0.008,-0.013
SFTC071019_27,TC2PR,1243595.117,2373983.574,10/7/19 11:05,0.000000,0.000000,0.000000,783.9,44.7,-0.048,-0.001,-0.017
SFTC071019_28,TC2PR,1243640.79,2374019.5,10/7/19 11:08,0.000000,0.000000,0.005072,784.0,44.9,-0.029,-0.002,0.022
SFTC071019_29,TC2PR,1243679.684,2374054.647,10/7/19 11:10,0.000000,0.000691,0.003227,784.2,45.1,-0.233,0.003,0.014
SFTC071019_30,TC2PR,1243723.854,2374126.198,10/7/19 11:12,0.000000,0.000000,0.005987,784.2,45.4,0,-0.008,0.026
SFTC071019_31,TC2PR,1243597.948,2374050.242,10/7/19 11:16,0.000000,0.000000,0.048525,784.0,45.7,0,-0.004,0.211
SFTC071019_32,TC2PR,1243502.019,2373987.485,10/7/19 11:18,0.000000,0.000000,0.085700,784.0,46.0,0,-0.007,0.373
