Site Pt,Area,Northing,Easting,Pressure,Temp,Date Time,CH4 slope,H2S slope,CO2 slope,CH4 flux,H2S flux,CO2 flux
"BasinCreek052620_
176",BC,1213205,2305544,785.2,38.4,5/26/20,4.388,0.016,15.859,1.034356,0.003772,3.738346
"BasinCreek052620_
177",BC,1213196,2305540,785.6,38.6,5/26/20,638.261,0.032,414.734,150.4335,0.007542,97.74978
"BasinCreek052620_
178",BC,1213163,2305454,785.5,39,5/26/20,-0.749,-0.013,0.652,0,0,0.153455
"BasinCreek052620_
179",BC,1213228,2305530,785.5,39.5,5/26/20,977.72,0.021,359.934,229.7489,0.004935,84.57884
"BasinCreek052620_
180",BC,1213340,2305363,784.9,40.1,5/26/20,116.522,0.009,36.227,27.30752,0.002109,8.489982
"BasinCreek052620_
181",BC,1213346,2305331,784.9,40.4,5/26/20,663.02,0.025,159.572,155.2334,0.005853,37.36073
"BasinCreek052620_
182",BC,1213367,2305187,782.5,40.7,5/26/20,-0.821,-0.022,2.974,0,0,0.693512
"BasinCreek052620_
183",BC,1213396,2305566,782.2,41.1,5/26/20,3.508,0.012,3.805,0.816682,0.002794,0.885826
"BasinCreek052620_
184",BC,1213512,2305514,784.3,41.3,5/26/20,-0.518,-0.001,2.869,0,0,0.669287
"BasinCreek052620_
185",BC,1213646,2305391,783.5,41.5,5/26/20,-0.75,-0.001,0.123,0,0,0.028646
"BasinCreek052620_
186",BC,1213780,2305294,782.8,41.8,5/26/20,-0.392,-0.013,0.07,0,0,0.016273
"BasinCreek052620_
187",BC,1213794,2305070,781.4,42,5/26/20,-0.516,-0.007,0.338,0,0,0.078383
"BasinCreek052620_
188",BC,1213803,2304958,780,42.3,5/26/20,-0.268,-0.019,0.416,0,0,0.096207
"BasinCreek052620_
189",BC,1213672,2305028,779.1,42.5,5/26/20,-0.324,-0.002,0.306,0,0,0.070642
"BasinCreek052620_
190",BC,1213636,2305054,779.8,42.6,5/26/20,18.316,-0.005,7.981,4.230792,0,1.843522
"BasinCreek052620_
191",BC,1213678,2305110,779.8,42.8,5/26/20,-0.423,-0.001,0.407,0,0,0.093953
"BasinCreek052620_
192",BC,1213612,2305079,780.1,42.9,5/26/20,-0.649,-0.002,3.855,0,0,0.889959
"BasinCreek052620_
193",BC,1213559,2305001,779.6,43,5/26/20,-0.64,-0.002,3.202,0,0,0.738501
"BasinCreek052620_
194",BC,1213578,2304735,779.5,43.1,5/26/20,-0.741,-0.007,0.069,0,0,0.015907
"BasinCreek052620_
195",BC,1213482,2304707,778.3,42.1,5/26/20,-1.281,-0.002,0.492,0,0,0.113608
"BasinCreek052620_
196",BC,1213424,2304767,778.3,41.9,5/26/20,-0.187,-0.013,0.881,0,0,0.203561
"BasinCreek052620_
197",BC,1213440,2304783,778.8,41.9,5/26/20,-0.349,-0.019,3.304,0,0,0.763902
"BasinCreek052620_
198",BC,1213411,2304967,779,41.8,5/26/20,-0.85,-0.003,0.469,0,0,0.108498
"BasinCreek052620_
199",BC,1213236,2305002,784.8,41.9,5/26/20,0,-0.001,0.315,0,0,0.073391
"BasinCreek052620_
200",BC,1213193,2305081,782.4,42,5/26/20,-0.779,-0.011,-0.177,0,0,0
"BasinCreek052620_
201",BC,1213110,2305257,784.2,42.2,5/26/20,-0.692,-0.003,0.294,0,0,0.068381
"BasinCreek052620_
202",BC,1212926,2305360,784.1,42.6,5/26/20,-0.768,-0.002,0.119,0,0,0.027639
"BasinCreek052620_
203",BC,1212811,2305493,785.9,42.8,5/26/20,19.474,0.007,14.487,4.530595,0.001629,3.370377
"BasinCreek052620_
204",BC,1212803,2305525,786.2,42.9,5/26/20,7.892,-0.006,6.517,1.836181,0,1.516268
"BasinCreek052620_
205",BC,1212861,2305545,786.6,43,5/26/20,7.201,-0.007,9.823,1.675732,0,2.285893
"BasinCreek052620_
206",BC,1212831,2305612,787.1,43.2,5/26/20,-0.529,-0.007,0.802,0,0,0.186633
"BasinCreek052620_
207",BC,1212859,2305693,787.4,43.4,5/26/20,-0.174,-0.022,0.701,0,0,0.163088
"BasinCreek052620_
208",BC,1213008,2305659,787.3,43.7,5/26/20,-0.697,-0.004,0.089,0,0,0.020684
"BasinCreek052620_
209",BC,1212972,2305814,785.9,44,5/26/20,-0.844,-0.016,0.154,0,0,0.035692
"BasinCreek052720_
01",BC,1215380,2306689,780.2,33.8,5/27/20,-0.914,-0.02,1.384,0,0,0.329022
"BasinCreek052720_
02",BC,1215422,2306848,780.1,35.4,5/27/20,-0.134,0,0.081,0,0,0.019154
"BasinCreek052720_
03",BC,1215412,2306940,780.4,36.4,5/27/20,0,0.016,1.434,0,0.003773,0.338132
"BasinCreek052720_
04",BC,1215388,2306993,780.5,37,5/27/20,40.546,0.046,18.27,9.543337,0.010827,4.300221
"BasinCreek052720_
05",BC,1215400,2306998,780.5,37.5,5/27/20,0,0.026,2.637,0,0.00611,0.619673
"BasinCreek052720_
06",BC,1215409,2307028,780.6,38,5/27/20,0,0.019,0.991,0,0.004458,0.232532
"BasinCreek052720_
07",BC,1215375,2307042,780.9,38.7,5/27/20,0,0.002,0.77,0,0.000468,0.18034
"BasinCreek052720_
08",BC,1215416,2307138,780.8,39.2,5/27/20,0,0.007,0.151,0,0.001637,0.035304
"BasinCreek052720_
09",BC,1215383,2307180,781.7,39.6,5/27/20,-2.117,-0.003,0.902,0,0,0.210863
"BasinCreek052720_
10",BC,1212308,2305814,781.6,43.2,5/27/20,-0.185,0.006,0.024,0,0.001386,0.005546
"BasinCreek052720_
11",BC,1212173,2305587,788.7,43.4,5/27/20,-1.044,0.005,0.118,0,0.001165,0.027498
"BasinCreek052720_
12",BC,1212560,2305768,788.1,43.5,5/27/20,-0.358,0.003,1.349,0,0.000698,0.314025
"BasinCreek052720_
13",BC,1212451,2305602,787.1,43.5,5/27/20,-0.987,0.011,1.144,0,0.002557,0.265967
"BasinCreek052720_
14",BC,1212545,2305524,785.9,43.5,5/27/20,-1.161,0.001,1.602,0,0.000232,0.371879
"BasinCreek052720_
15",BC,1212566,2305431,784.8,43.5,5/27/20,-1.382,-0.006,2.926,0,0,0.678274
"BasinCreek052720_
16",BC,1212405,2305283,785.1,43.3,5/27/20,-1.238,0.007,0.756,0,0.001624,0.175426
"BasinCreek052720_
17",BC,1212726,2305321,785.9,43.1,5/27/20,4.861,0.005,16.115,1.129831,0.001162,3.745572
"BasinCreek052720_
18",BC,1212737,2305372,784.7,43.1,5/27/20,-1.235,-0.001,2.002,0,0,0.46461
"BasinCreek052720_
19",BC,1212576,2305129,784.7,42.7,5/27/20,-0.944,0,1.491,0,0,0.346459
"BasinCreek052720_
20",BC,1212503,2304992,784,42.6,5/27/20,-2.436,0.004,0.43,0,0.000929,0.09986
"BasinCreek052720_
21",BC,1212683,2305062,783.1,42.6,5/27/20,-0.927,0.002,0.709,0,0.000464,0.164464
"BasinCreek052720_
22",BC,1212784,2305063,781.8,42.6,5/27/20,2.104,0.004,3.903,0.487247,0.000926,0.903862
"BasinCreek052720_
23",BC,1212732,2304999,781.6,42.7,5/27/20,-0.785,0.004,0.543,0,0.000926,0.125677
"BasinCreek052720_
24",BC,1212925,2304872,780.9,42.8,5/27/20,2.474,0.004,6.719,0.57191,0.000925,1.553219
"BasinCreek052720_
25",BC,1212967,2304857,779.4,43,5/27/20,7.382,0.001,7.729,1.702129,0.000231,1.782139
"BasinCreek052720_
26",BC,1213017,2304851,779.4,43.1,5/27/20,29.101,0.019,27.313,6.707936,0.00438,6.295792
"BasinCreek052720_
27",BC,1213061,2304834,779.4,43.2,5/27/20,-0.014,0.018,4.727,0,0.004148,1.089254
"BasinCreek052720_
28",BC,1213147,2304760,779.3,43.4,5/27/20,-2.015,-0.016,7.158,0,0,1.648182
"BasinCreek052720_
29",BC,1213112,2304715,777.8,43.7,5/27/20,3.508,0.003,8.97,0.805425,0.000689,2.059481
"BasinCreek052720_
30",BC,1213119,2304643,777.1,43.9,5/27/20,-2.945,0.002,10.845,0,0.000458,2.486164
"BasinCreek052720_
31",BC,1213217,2304642,777.1,44.2,5/27/20,-1.423,0.002,2.195,0,0.000458,0.502718
"BasinCreek052720_
32",BC,1213014,2304677,776.9,44.4,5/27/20,-0.419,-0.007,1.302,0,0,0.297931
"BasinCreek052720_
33",BC,1212866,2304620,777.5,44.6,5/27/20,0,0.004,5.209,0,0.000915,1.192121
"BasinCreek052720_
34",BC,1212693,2304745,778.4,45,5/27/20,-1.213,-0.002,0.753,0,0,0.172313
"CarbonJunction052
820_01",CJ,1215233,2310279,809.9,26.6,5/28/20,0,-0.004,0.36,0,0,0.090976
"CarbonJunction052
820_02",CJ,1215199,2310297,810.1,27.9,5/28/20,0,-0.003,2.466,0,0,0.620646
"CarbonJunction052
820_03",CJ,1215184,2310313,810.1,28.9,5/28/20,0,-0.005,0.619,0,0,0.155275
"CarbonJunction052
820_04",CJ,1215172,2310325,810.7,31.9,5/28/20,-0.445,-0.01,1.402,0,0,0.348488
"CarbonJunction052
820_05",CJ,1215154,2310327,810.5,32.6,5/28/20,0,-0.006,0.157,0,0,0.038926
"CarbonJunction052
820_06",CJ,1214994,2310354,810.7,33.7,5/28/20,-0.116,-0.005,1.13,0,0,0.279231
"CarbonJunction052
820_07",CJ,1214979,2310345,810.9,34.1,5/28/20,-0.038,-0.005,0.383,0,0,0.094542
"CarbonJunction052
820_08",CJ,1214961,2310358,810.9,34.6,5/28/20,7.593,0.032,3.058,1.871258,0.007886,0.753629
"CarbonJunction052
820_09",CJ,1214951,2310362,811.1,35,5/28/20,1.549,0.019,7.366,0.381342,0.004678,1.813406
"CarbonJunction052
820_10",CJ,1214911,2310354,811.1,35.4,5/28/20,-0.213,-0.01,5.153,0,0,1.266952
"CarbonJunction052
820_11",CJ,1214905,2310347,811.1,35.8,5/28/20,158.704,0.024,11.076,38.96953,0.005893,2.719695
"CarbonJunction052
820_12",CJ,1214831,2310293,811.1,36.5,5/28/20,-0.276,-0.013,0.929,0,0,0.227599
"CarbonJunction052
820_13",CJ,1214655,2310332,810.7,37,5/28/20,-0.352,-0.003,3.201,0,0,0.782574
"CarbonJunction052
820_14",CJ,1214492,2310336,810.5,37.6,5/28/20,-0.252,-0.009,0.779,0,0,0.190034
"CarbonJunction052
820_15",CJ,1214233,2310317,810.5,38.2,5/28/20,-0.399,-0.003,1.038,0,0,0.252728
"CarbonJunction052
820_16",CJ,1214212,2310186,810.3,38.7,5/28/20,-0.014,-0.016,0.408,0,0,0.099154
"CarbonJunction052
820_17",CJ,1214324,2310115,809.5,39.3,5/28/20,-0.26,-0.009,0.618,0,0,0.149753
"CarbonJunction052
820_18",CJ,1214516,2310078,809.1,39.9,5/28/20,39.16,0.018,11.006,9.466344,0.004351,2.660536
"CarbonJunction052
820_19",CJ,1214522,2310107,808.9,40.4,5/28/20,860.662,0.036,11.005,207.669,0.008686,2.655395
"CarbonJunction052
820_20",CJ,1214558,2310109,809.5,40.9,5/28/20,-0.961,-0.008,6.554,0,0,1.580067
"CarbonJunction052
820_21",CJ,1214601,2310149,809.7,41.3,5/28/20,2.559,0.026,2.473,0.616302,0.006262,0.595591
"CarbonJunction052
820_22",CJ,1214785,2310176,809.7,41.7,5/28/20,-0.721,-0.028,2.922,0,0,0.702832
"CarbonJunction052
820_23",CJ,1214865,2310195,809.8,42.2,5/28/20,98.192,0.029,5.213,23.58371,0.006965,1.252056
"CarbonJunction052
820_24",CJ,1214886,2310200,809.8,42.5,5/28/20,25.701,0.024,4.674,6.166988,0.005759,1.121532
"CarbonJunction052
820_25",CJ,1214907,2310182,809.5,42.9,5/28/20,-0.182,-0.026,1.469,0,0,0.351912
"CarbonJunction052
820_26",CJ,1214939,2310182,809.5,43.2,5/28/20,1.254,0.031,3.042,0.300122,0.007419,0.728047
"CarbonJunction052
820_27",CJ,1215009,2310186,809.5,43.6,5/28/20,-0.087,-0.021,1.382,0,0,0.330339
"CarbonJunction052
820_28",CJ,1214809,2311176,809.6,45.5,5/28/20,0,-0.008,0.719,0,0,0.170858
"CarbonJunction052
820_29",CJ,1214765,2311296,808.7,45.8,5/28/20,0,-0.015,0.307,0,0,0.072804
"CarbonJunction052
820_30",CJ,1214964,2311128,808.7,46.2,5/28/20,0,-0.027,0.671,0,0,0.158926
"CarbonJunction052
820_31",CJ,1214954,2310988,809.4,46.4,5/28/20,0,-0.026,0.506,0,0,0.119874
"CarbonJunction052
820_32",CJ,1215139,2310925,809.8,46.5,5/28/20,-0.237,-0.033,0.743,0,0,0.176053
"CarbonJunction052
820_33",CJ,1215363,2310806,809.5,46.7,5/28/20,-0.003,-0.033,1.334,0,0,0.315775
"CarbonJunction052
820_34",CJ,1215585,2310671,809.8,46.9,5/28/20,-0.052,-0.024,0.021,0,0,0.00497
"CarbonJunction052
820_35",CJ,1215410,2310604,809.2,47,5/28/20,-0.088,-0.024,1.432,0,0,0.338529
"CarbonJunction052
820_36",CJ,1215211,2310586,810.7,47.1,5/28/20,-0.633,-0.033,1.751,0,0,0.41458
"CarbonJunction052
820_37",CJ,1215176,2310686,810.6,47.2,5/28/20,4.539,0.026,2.453,1.07422,0.006153,0.580538
"CarbonJunction052
820_38",CJ,1215039,2310678,810.3,47.2,5/28/20,-0.232,-0.039,0.403,0,0,0.09534
"CarbonJunction052
820_39",CJ,1214958,2310611,810.2,47.3,5/28/20,-0.16,-0.013,2.516,0,0,0.594968
"CarbonJunction052
820_40",CJ,1214797,2310547,810.7,47.3,5/28/20,-0.412,-0.027,2.593,0,0,0.613555
"CarbonJunction052
820_41",CJ,1214618,2310554,811,47.3,5/28/20,-0.464,-0.02,1.434,0,0,0.339438
"CarbonJunction052
820_42",CJ,1214391,2310556,811,47.4,5/28/20,-0.257,-0.011,1.767,0,0,0.418131
"CarbonJunction052
820_43",CJ,1214269,2310603,813.8,47.4,5/28/20,0,-0.001,0.364,0,0,0.086432
"CarbonJunction052
820_44",CJ,1214212,2310667,810.4,47.4,5/28/20,-0.106,-0.003,0.224,0,0,0.052967
"CarbonJunction052
820_45",CJ,1214381,2310695,809.8,47.4,5/28/20,-0.263,-0.035,0.388,0,0,0.091678
"CarbonJunction052
820_46",CJ,1214543,2310744,809.9,47.4,5/28/20,-0.32,-0.046,0.259,0,0,0.061205
"CarbonJunction052
820_47",CJ,1214749,2310740,809.8,47.4,5/28/20,-0.486,-0.046,0.615,0,0,0.145314
"CarbonJunction052
820_48",CJ,1214751,2310868,809.8,47.4,5/28/20,-0.159,-0.027,0.394,0,0,0.093096
"CarbonJunction052
820_49",CJ,1215893,2310918,808.1,42.3,5/28/20,0,-0.014,1.37,0,0,0.328251
"CarbonJunction052
820_50",CJ,1215562,2310886,808.1,42.9,5/28/20,-0.458,-0.003,0.602,0,0,0.143965
"CarbonJunction052
820_51",CJ,1215721,2310705,808.1,43.4,5/28/20,0,-0.022,0.067,0,0,0.015997
"CarbonJunction052
820_52",CJ,1215931,2310780,808.5,43.9,5/28/20,0,-0.045,0.436,0,0,0.10399
"CarbonJunction052
820_53",CJ,1216210,2310942,809.4,44.2,5/28/20,0,-0.05,0.586,0,0,0.139789
"CarbonJunction052
820_54",CJ,1215773,2310902,808.4,36.1,5/28/20,-0.218,-0.001,0.264,0,0,0.064546
"CarbonJunction052
820_55",CJ,1215426,2311089,808.1,36.8,5/28/20,0,-0.017,0.833,0,0,0.203128
"CarbonJunction052
820_56",CJ,1215196,2311218,807.7,37.1,5/28/20,0,-0.007,0.182,0,0,0.044316
"CarbonJunction052
820_57",CJ,1215034,2311368,807.6,37.4,5/28/20,0,-0.009,0.144,0,0,0.035025
"CarbonJunction052
820_58",CJ,1215406,2311185,807.3,37.6,5/28/20,0,-0.014,0.05,0,0,0.012149
"CarbonJunction052
820_59",CJ,1215435,2311374,807,37.8,5/28/20,0,-0.011,0.035,0,0,0.008496
"CarbonJunction052
820_60",CJ,1215535,2311346,806.1,37.9,5/28/20,0,-0.007,0.271,0,0,0.065687
"CarbonJunction052
820_61",CJ,1215615,2311454,805.7,38,5/28/20,0,-0.001,0.072,0,0,0.017438
"CarbonJunction052
820_62",CJ,1215798,2311372,804.9,38,5/28/20,0,-0.003,0.171,0,0,0.041373
"CarbonJunction052
820_63",CJ,,,804.6,38.1,5/28/20,0,-0.009,0.584,0,0,0.1412
"CarbonJunction052
820_64",CJ,1216125,2311425,804.3,38.1,5/28/20,0,-0.006,2.745,0,0,0.663441
"CarbonJunction052
820_65",CJ,1216190,2311510,804.6,38.1,5/28/20,0,-0.009,0.759,0,0,0.183512
"CarbonJunction052
820_66",CJ,1216212,2311494,804.7,38.1,5/28/20,10.509,-0.001,3.542,2.54119,0,0.856494
"CarbonJunction052
820_67",CJ,1216269,2311441,805.3,38.2,5/28/20,590.228,0.01,7.749,142.7841,0.002419,1.874587
"CarbonJunction052
820_68",CJ,1216212,2311368,806.4,38.3,5/28/20,4.236,-0.003,4.94,1.025815,0,1.1963
"CarbonJunction052
820_69",CJ,1216210,2311335,806.9,38.4,5/28/20,75.904,0.004,48.375,18.38687,0.000969,11.71829
"CarbonJunction052
820_70",CJ,1216379,2311500,806.5,38.4,5/28/20,2.167,-0.004,5.94,0.52467,0,1.438183
"CarbonJunction052
820_71",CJ,1216417,2311431,807,38.4,5/28/20,0,-0.028,0.214,0,0,0.051845
"CarbonJunction052
820_72",CJ,1216342,2311315,808.3,38.4,5/28/20,-1.042,-0.006,0.256,0,0,0.062121
"CarbonJunction052
820_73",CJ,1216206,2311241,807.6,38.3,5/28/20,0,-0.012,0.443,0,0,0.107439
"CarbonJunction052
820_74",CJ,1215997,2311247,808.4,38.3,5/28/20,0,-0.008,1.753,0,0,0.42557
"CarbonJunction052
820_75",CJ,1215797,2311168,808,38.3,5/28/20,0,-0.004,0.416,0,0,0.100941
"CarbonJunction052
820_76",CJ,1215659,2311170,807.8,38.3,5/28/20,0,-0.004,0.036,0,0,0.008733
"CarbonJunction052
920_100",CJ,1217005,2312226,802.9,36.8,5/29/20,0,-0.005,0.332,0,0,0.080438
"CarbonJunction052
920_101",CJ,1217089,2312195,803.7,37.3,5/29/20,-0.013,-0.002,0.218,0,0,0.052785
"CarbonJunction052
920_102",CJ,1217138,2312223,805.3,37.7,5/29/20,0,-0.006,0.05,0,0,0.012115
"CarbonJunction052
920_103",CJ,1217129,2312484,805.4,38,5/29/20,-1.204,-0.005,0.23,0,0,0.055683
"CarbonJunction052
920_104",CJ,1217148,2312536,802.3,38.2,5/29/20,0,-0.006,0.144,0,0,0.034706
"CarbonJunction052
920_105",CJ,1217203,2312750,802.3,38.2,5/29/20,0,-0.002,0.319,0,0,0.076883
"CarbonJunction052
920_106",CJ,1217329,2312655,802,38.3,5/29/20,-1.905,-0.005,0.136,0,0,0.032755
"CarbonJunction052
920_107",CJ,1217404,2312798,802,38.4,5/29/20,0,-0.005,0.874,0,0,0.210431
"CarbonJunction052
920_108",CJ,1217543,2312837,801.8,38.5,5/29/20,0,-0.014,2.569,0,0,0.618179
"CarbonJunction052
920_109",CJ,1217530,2312960,801.6,38.7,5/29/20,0,-0.014,0.503,0,0,0.120929
"CarbonJunction052
920_110",CJ,1217677,2312935,801.5,38.8,5/29/20,0,-0.01,1.162,0,0,0.279239
"CarbonJunction052
920_111",CJ,1217756,2312847,802,39,5/29/20,0,-0.004,2.871,0,0,0.689915
"CarbonJunction052
920_112",CJ,1217780,2313115,801.8,39.2,5/29/20,0,-0.011,1.364,0,0,0.327484
"CarbonJunction052
920_113",CJ,1217647,2313153,801.4,39.5,5/29/20,0,-0.01,0.515,0,0,0.123467
"CarbonJunction052
920_114",CJ,1217650,2313252,801.4,39.7,5/29/20,0,-0.012,2.055,0,0,0.492352
"CarbonJunction052
920_115",CJ,1217522,2313204,801.4,40,5/29/20,-0.174,-0.013,2.514,0,0,0.601746
"CarbonJunction052
920_116",CJ,1217532,2313300,801.5,40.2,5/29/20,-0.425,-0.01,0.659,0,0,0.157656
"CarbonJunction052
920_117",CJ,1217617,2313358,801.1,40.4,5/29/20,-0.704,-0.02,0.73,0,0,0.174443
"CarbonJunction052
920_118",CJ,1217704,2313304,800.8,40.6,5/29/20,0,-0.015,0.296,0,0,0.070662
"CarbonJunction052
920_119",CJ,1217774,2313263,801,40.8,5/29/20,0,-0.013,0.061,0,0,0.014556
"CarbonJunction052
920_120",CJ,1217888,2313239,801.2,41,5/29/20,-0.218,-0.008,1.43,0,0,0.341107
"CarbonJunction052
920_121",CJ,1218041,2313241,801.1,41.3,5/29/20,0,-0.018,1.03,0,0,0.245428
"CarbonJunction052
920_122",CJ,1218035,2312993,801.1,41.5,5/29/20,-0.486,-0.02,1.061,0,0,0.252654
"CarbonJunction052
920_123",CJ,1218036,2312807,801.1,41.8,5/29/20,0,-0.03,1.42,0,0,0.337819
"CarbonJunction052
920_124",CJ,1218038,2312677,801.7,42,5/29/20,0,-0.009,0.34,0,0,0.080896
"CarbonJunction052
920_125",CJ,1217810,2312576,802.5,42.3,5/29/20,-0.656,-0.025,4.193,0,0,0.997678
"CarbonJunction052
920_126",CJ,1217881,2312538,804.4,42.5,5/29/20,-0.954,-0.014,2.033,0,0,0.484568
"CarbonJunction052
920_127",CJ,1218003,2312501,804.6,42.6,5/29/20,0,-0.038,0.398,0,0,0.094857
"CarbonJunction052
920_128",CJ,1217947,2312439,805.2,42.8,5/29/20,-0.598,-0.008,0.434,0,0,0.103449
"CarbonJunction052
920_129",CJ,1217812,2312456,804.8,42.9,5/29/20,0,-0.023,0.614,0,0,0.146235
"CarbonJunction052
920_130",CJ,1217656,2312422,805.5,43.1,5/29/20,-0.534,-0.016,1.24,0,0,0.295398
"CarbonJunction052
920_131",CJ,1217636,2312395,805.6,43.2,5/29/20,-0.963,-0.024,1.082,0,0,0.257709
"CarbonJunction052
920_132",CJ,1217566,2312401,805.6,43.3,5/29/20,0,-0.022,2.348,0,0,0.559067
"CarbonJunction052
920_133",CJ,1217509,2312187,805.9,43.4,5/29/20,-0.33,-0.012,0.068,0,0,0.016192
"CarbonJunction052
920_134",CJ,1217388,2312237,804.6,43.8,5/29/20,-0.858,-0.024,1.05,0,0,0.249304
"CarbonJunction052
920_135",CJ,1217376,2312300,806.7,44.1,5/29/20,14.771,0.021,0.879,3.512946,0.004994,0.20905
"CarbonJunction052
920_136",CJ,1217394,2312322,805.3,44.3,5/29/20,0,-0.017,0.15,0,0,0.03559
"CarbonJunction052
920_137",CJ,1217396,2312316,805,44.4,5/29/20,16.318,0.013,0.708,3.869027,0.003082,0.167868
"CarbonJunction052
920_138",CJ,1217219,2311800,805.2,44.9,5/29/20,0,-0.019,0.243,0,0,0.057539
"CarbonJunction052
920_139",CJ,1217179,2311875,804.5,45.1,5/29/20,-2.286,-0.057,0.417,0,0,0.098593
"CarbonJunction052
920_140",CJ,1217008,2311858,805.3,45.4,5/29/20,0,-0.015,0.129,0,0,0.030501
"CarbonJunction052
920_141",CJ,1216979,2311828,809.6,45.5,5/29/20,-0.802,-0.006,0.953,0,0,0.226465
"CarbonJunction052
920_142",CJ,1216896,2311704,806.4,45.8,5/29/20,0,-0.012,0.111,0,0,0.026248
"CarbonJunction052
920_143",CJ,1216803,2311686,806.8,46,5/29/20,-0.661,-0.027,0.2,0,0,0.047288
"CarbonJunction052
920_144",CJ,1216651,2311663,807.2,46.2,5/29/20,0,-0.032,0.197,0,0,0.046573
"CarbonJunction052
920_145",CJ,1216554,2311566,808.5,46.4,5/29/20,-1.518,-0.04,0.2,0,0,0.047328
"CarbonJunction052
920_146",CJ,1216547,2311689,808.5,46.5,5/29/20,57.189,0.011,4.753,13.5291,0.002602,1.124409
"CarbonJunction052
920_147",CJ,1216644,2311766,807.7,46.5,5/29/20,-0.284,-0.056,1.23,0,0,0.290691
"CarbonJunction052
920_148",CJ,1216680,2311813,806.8,46.6,5/29/20,-1.559,-0.035,2.812,0,0,0.663624
"CarbonJunction052
920_149",CJ,1216735,2311810,806.4,46.7,5/29/20,316.472,0.08,11.25,74.62607,0.018864,2.65282
"CarbonJunction052
920_150",CJ,1216755,2311807,806.7,46.9,5/29/20,1148.459,0.048,7.737,270.7452,0.011316,1.823971
"CarbonJunction052
920_151",CJ,1216753,2311830,806.4,47,5/29/20,70.371,0.012,0.207,16.57837,0.002827,0.048766
"CarbonJunction052
920_152",CJ,1216789,2311844,806.1,47.2,5/29/20,28.38,0.018,4.556,6.67925,0.004236,1.072257
"CarbonJunction052
920_153",CJ,1216904,2311954,806,47.6,5/29/20,192.025,0.03,8.383,45.13124,0.007051,1.970239
"CarbonJunction052
920_154",CJ,1216852,2311876,806,48,5/29/20,6.434,0.033,3.123,1.510286,0.007746,0.733078
"CarbonJunction052
920_155",CJ,1216878,2311881,806.7,48.2,5/29/20,-1.168,-0.036,-0.023,0,0,0
"CarbonJunction052
920_77",CJ,1215670,2311699,806.9,27,5/29/20,-0.741,-0.005,0.49,0,0,0.123205
"CarbonJunction052
920_78",CJ,1215753,2311687,807,27.6,5/29/20,-0.786,-0.001,0.013,0,0,0.003263
"CarbonJunction052
920_79",CJ,1215795,2311609,806.9,28.2,5/29/20,0,-0.003,0.005,0,0,0.001252
"CarbonJunction052
920_80",CJ,1215963,2311584,806.5,28.9,5/29/20,-0.052,-0.007,0.038,0,0,0.00949
"CarbonJunction052
920_81",CJ,1216078,2311662,806.5,29.4,5/29/20,0,-0.009,0.57,0,0,0.142113
"CarbonJunction052
920_82",CJ,1216196,2311741,805.1,29.9,5/29/20,-0.332,-0.006,0.154,0,0,0.038266
"CarbonJunction052
920_83",CJ,1216274,2311797,804.5,30.4,5/29/20,-0.717,-0.005,0.567,0,0,0.14055
"CarbonJunction052
920_84",CJ,1215981,2311760,804.5,30.8,5/29/20,0,0,0.134,0,0,0.033173
"CarbonJunction052
920_85",CJ,1216055,2311938,804.3,31.1,5/29/20,0,-0.01,0.326,0,0,0.080604
"CarbonJunction052
920_86",CJ,1216191,2311923,804.2,31.4,5/29/20,0,0,0.419,0,0,0.103483
"CarbonJunction052
920_87",CJ,1216373,2312114,804.2,31.9,5/29/20,0,-0.012,0.217,0,0,0.053506
"CarbonJunction052
920_88",CJ,1216412,2312000,804.1,32.3,5/29/20,0,-0.001,0.157,0,0,0.038656
"CarbonJunction052
920_89",CJ,1216521,2312025,803.9,32.8,5/29/20,-0.718,-0.002,0.251,0,0,0.061685
"CarbonJunction052
920_90",CJ,1216751,2311986,804.6,34.1,5/29/20,-0.494,-0.002,0.561,0,0,0.137405
"CarbonJunction052
920_91",CJ,1216721,2312019,805.4,34.6,5/29/20,3.025,0.002,1.318,0.74044,0.00049,0.322612
"CarbonJunction052
920_92",CJ,1216732,2312031,804.9,35,5/29/20,0,-0.002,1.478,0,0,0.361082
"CarbonJunction052
920_93",CJ,1216737,2312047,804.9,35.2,5/29/20,0,-0.003,1.496,0,0,0.365242
"CarbonJunction052
920_94",CJ,1216750,2312168,807.4,35.5,5/29/20,0,-0.002,0.243,0,0,0.059454
"CarbonJunction052
920_95",CJ,1216545,2312151,806,35.7,5/29/20,0,-0.015,0.348,0,0,0.084941
"CarbonJunction052
920_96",CJ,1216567,2312348,803.1,35.8,5/29/20,-1.046,-0.004,0.108,0,0,0.026258
"CarbonJunction052
920_97",CJ,1216754,2312330,803,35.9,5/29/20,0,-0.008,0.566,0,0,0.137548
"CarbonJunction052
920_98",CJ,1216924,2312502,802.7,36.2,5/29/20,0,-0.003,0.408,0,0,0.099018
"CarbonJunction052
920_99",CJ,1216993,2312363,802.6,36.4,5/29/20,0,-0.009,0.288,0,0,0.069841
Federal060220_01,Federal,1219738,2320124,793.4,30.5,6/2/20,-2.794,-0.002,0.603,0,0,0.147363
Federal060220_02,Federal,1219769,2320131,793.3,31.3,6/2/20,-0.841,-0.033,0.264,0,0,0.064339
