SitePt,Area,Northing,Easting,Date Time,CH4 Flux,H2S Flux,CO2 Flux,Pressure,Temp,CH4 Slope,H2S Slope,CO2 Slope
CJ052813_141,CJ,1216536.558,2312177.112,30-05-2013 15:53:10,0,0.001418691,0.105456024,790.9,39.7,0,0.006,0.44600001
CJ052813_142,CJ,1216388.891,2311999.063,30-05-2013 15:59:31,0,0.001182392,0.039255407,791.0,39.7,0,0.005,0.165999994
CJ052813_143,CJ,1216310.271,2311794.674,30-05-2013 16:06:31,0,0.002366578,0.1512243,791.6,39.7,0,0.01,0.638999999
CJ052813_144,CJ,1216144.445,2311748.815,30-05-2013 16:11:25,0,0.001185381,0.243240282,793.0,39.7,0,0.005,1.026000023
CJ052813_145,CJ,1216177.625,2311334.765,30-05-2013 16:22:12,0,0.001422566,0.467313021,792.3,39.4,0,0.006,1.970999956
CJ052813_146,CJ,1216758.153,2312367.679,31-05-2013 14:45:07,0,0.000249058,0,794.2,25.1,0,0.001,-0.174999997
CJ052813_147,CJ,1216749.595,2312156.756,31-05-2013 14:49:19,0,0,1.002794862,794.2,27.0,0,-0.001,4.052000046
CJ052813_148,CJ,1216955.108,2312204.302,31-05-2013 14:54:14,0,0.0017221,0.060765512,793.7,28.6,0,0.007,0.246999994
CJ052813_149,CJ,1216952.352,2312369.178,31-05-2013 14:58:35,0,0.000735525,0.036040716,794.4,29.9,0,0.003,0.147
CJ052813_15,CJ,1214545.779,2309572.964,28-05-2013 10:34:41,0,0.000240213,0.309394032,796.3,36.9,0,0.001,1.287999988
CJ052813_150,CJ,1216941.66,2312562.54,31-05-2013 15:01:53,0,0.00122157,0.077691831,793.7,30.7,0,0.005,0.317999989
CJ052813_151,CJ,1217147.366,2312725.982,31-05-2013 15:05:55,0,0.000974444,0,793.5,31.5,0,0.004,-0.066
CJ052813_152,CJ,1217155.356,2312543.393,31-05-2013 15:11:28,0,0.001698627,0.004610558,793.0,32.5,0,0.007,0.018999999
CJ052813_153,CJ,1217346.293,2312566.89,31-05-2013 15:16:57,0,0.000484202,0.155428886,793.5,33.4,0,0.002,0.64200002
CJ052813_154,CJ,1217347.281,2312567.239,31-05-2013 15:17:11,0,0.000484202,0.155428886,793.5,33.4,0,0.002,0.64200002
CJ052813_155,CJ,1217357.264,2312758.655,31-05-2013 15:22:43,0,0.000724595,0,793.7,34.2,0,0.003,-0.050999999
CJ052813_156,CJ,1217544.671,2312953.889,31-05-2013 15:26:55,0,0.000722455,0.056351461,792.9,34.8,0,0.003,0.233999997
CJ052813_157,CJ,1217748.434,2313164.689,31-05-2013 15:32:14,0,0.00072118,0.041828424,793.3,35.5,0,0.003,0.173999995
CJ052813_158,CJ,1217978.214,2313218.159,31-05-2013 15:36:18,0,0.000719378,0.025178231,792.6,36.0,0,0.003,0.104999997
CJ052813_159,CJ,1217985.381,2313019.915,31-05-2013 15:42:36,0,0.001436897,0.3623375,792.6,36.4,0,0.006,1.513000011
CJ052813_16,CJ,1214342.217,2309569.177,28-05-2013 10:41:00,0,0.000477845,0.110143267,793.3,37.4,0,0.002,0.460999995
CJ052813_160,CJ,1218007.28,2312793.35,31-05-2013 15:46:35,0,0.000717753,0.733782649,792.6,36.7,0,0.003,3.066999912
CJ052813_161,CJ,1217735.723,2312974.562,31-05-2013 15:51:24,0,0.001195399,0.010519513,792.8,37.0,0,0.005,0.044
CJ052813_162,CJ,1217755.313,2312752.886,31-05-2013 15:55:43,0,0.001194244,0.259867519,792.8,37.3,0,0.005,1.088000059
CJ052813_163,CJ,1218027.865,2312504.075,31-05-2013 16:02:03,0,0.002385851,0.221884117,793.2,37.8,0,0.01,0.930000007
CJ052813_164,CJ,1217748.557,2312495.185,31-05-2013 16:09:19,0,0.001434438,0.192453712,796.1,38.3,0,0.006,0.805000007
CJ052813_165,CJ,1217556.386,2312518.993,31-05-2013 16:21:15,0,0.001432678,0.096705772,796.4,38.8,0,0.006,0.405000001
CJ052813_166,CJ,1217539.78,2312760.197,31-05-2013 16:29:51,0,0.001665526,0.043779541,795.1,39.4,0,0.007,0.184
CJ052813_167,CJ,1217149.905,2312395.458,31-05-2013 16:43:38,0,0.002133292,0.050487917,792.6,39.6,0,0.009,0.213
CJ052813_168,CJ,1217365.639,2312384.695,31-05-2013 16:49:39,0,0.001190029,0.165176004,795.6,39.5,0,0.005,0.694000006
CJ052813_169,CJ,1217520.864,2312371.801,31-05-2013 17:01:09,0,0.000714115,0.048083752,795.2,39.3,0,0.003,0.202000007
CJ052813_17,CJ,1214351.447,2309358.587,28-05-2013 10:48:22,0,0.000476175,0.030237101,791.8,37.9,0,0.002,0.127000004
CJ052813_170,CJ,1217356.074,2312122.028,31-05-2013 17:11:59,0,0.001671529,0.022446251,797.2,39.1,0,0.007,0.093999997
CJ052813_171,CJ,1217151.421,2311928.675,31-05-2013 17:18:21,0,0.000956318,0,797.4,38.8,0,0.004,-0.017000001
CJ052813_172,CJ,1217067.913,2312065.443,31-05-2013 17:26:55,117.5924377,0.063456818,0.491131902,797.9,38.5,491.0740051,0.264999986,2.051000118
CJ052813_173,CJ,1217174.963,2312161.989,31-05-2013 17:35:31,0,0,0.156458303,797.4,38.6,0,-0.004,0.653999984
CJ052813_174,CJ,1216956.489,2311980.347,31-05-2013 17:42:33,5.306138039,0.003109158,0.29321754,798.2,39.0,22.18600082,0.013,1.225999951
CJ052813_175,CJ,1217092.56,2311819.278,31-05-2013 17:49:30,0,0.000956291,0.018886751,798.4,39.2,0,0.004,0.079000004
CJ052813_176,CJ,1216900.221,2311801.876,31-05-2013 17:57:32,0,0.001672997,0.006930987,797.9,39.1,0,0.007,0.028999999
CJ052813_177,CJ,1216751.887,2311731.8,31-05-2013 18:02:45,0,0.003587291,0.017458152,797.9,38.9,0,0.015,0.072999999
CJ052813_178,CJ,1216742.094,2311929.088,31-05-2013 18:09:41,0,0.001202336,0,801.0,38.4,0,0.005,-0.226999998
CJ052813_179,CJ,1216551.031,2311970.787,31-05-2013 18:15:26,0,0.001198002,0.007188009,797.6,38.2,0,0.005,0.029999999
CJ052813_18,CJ,1214546.479,2309367.625,28-05-2013 10:58:41,0,0.000710864,0.509689748,789.3,38.4,0,0.003,2.151000023
CJ052813_180,CJ,1216573.92,2311732.578,31-05-2013 18:24:10,0.561958373,0.000239437,1.076268792,796.8,38.1,2.346999884,0.001,4.494999886
CJ052813_181,CJ,1216715.635,2311595.855,31-05-2013 18:30:05,0,0.001444271,0.004092101,801.3,38.2,0,0.006,0.017000001
CJ052813_182,CJ,1216485.561,2311541.351,31-05-2013 18:36:01,0,0.00168312,0.109883673,799.9,38.0,0,0.007,0.456999987
CJ052813_183,CJ,1216371.634,2311529.496,31-05-2013 18:40:23,0,0.001205859,0.016158514,801.8,37.8,0,0.005,0.067000002
CJ052813_184,CJ,1216351.224,2311367,31-05-2013 18:45:36,0,0.001205669,0.102964118,800.9,37.5,0,0.005,0.426999986
CJ052813_19,CJ,1214654.682,2309350.564,28-05-2013 11:05:56,1.289700747,0.001188445,11.72686481,792.0,38.5,5.426000118,0.005,49.3370018
CJ052813_20,CJ,1214758.568,2309550.299,28-05-2013 11:17:44,0.652546346,0.000952622,0.566810369,793.3,38.4,2.74000001,0.004,2.380000114
CJ052813_21,CJ,1214741.076,2309378.314,28-05-2013 11:22:33,0,0.000716758,0,796.1,38.5,0,0.003,-0.147
CJ052813_22,CJ,1214664.503,2309273.487,28-05-2013 11:30:00,0.253426492,0.000713877,0.497810543,792.9,38.5,1.065000057,0.003,2.092000008
CJ052813_23,CJ,1214751.76,2309175.398,28-05-2013 11:34:01,0,0.000475978,0.141603559,793.0,38.5,0,0.002,0.595000029
CJ052813_24,CJ,1214546.613,2309167.572,28-05-2013 11:42:10,0,0.000714197,0.051184092,793.0,38.4,0,0.003,0.215000004
CJ052813_25,CJ,1214352.169,2309123.075,28-05-2013 11:56:19,0,0.000712763,0.028272929,790.9,38.2,0,0.003,0.119000003
CJ052813_26,CJ,1214149.233,2308961.928,28-05-2013 12:13:47,0,0.000708926,0,787.4,38.5,0,0.003,-0.003
CJ052813_27,CJ,1214153.915,2308751.555,28-05-2013 12:22:30,0,0.000939288,0,783.2,38.8,0,0.004,-0.07
CJ052813_28,CJ,1213962.488,2308573.032,28-05-2013 12:31:17,0,0.000704193,0.017370086,783.9,39.2,0,0.003,0.074000001
CJ052813_29,CJ,1213947.23,2308364.582,28-05-2013 12:40:35,0,0.001168191,0.023130186,781.5,39.7,0,0.005,0.098999999
CJ052813_30,CJ,1213948.516,2308170.306,28-05-2013 12:50:00,0,0.00093336,0.135337144,781.5,40.1,-0.013,0.004,0.579999983
CJ052813_31,CJ,1214117.317,2307945.1,28-05-2013 13:02:20,0,0.001164984,0.073160999,780.6,40.2,0,0.005,0.31400001
CJ052813_32,CJ,1214174.264,2307750.253,28-05-2013 13:14:01,0,0.000699615,0.224343166,780.3,39.8,0,0.003,0.962000012
CJ052813_33,CJ,1214359.292,2307780.014,28-05-2013 13:19:41,0,0.000698178,0,778.2,39.6,0,0.003,-0.002
CJ052813_34,CJ,1214560.064,2307750.478,28-05-2013 13:27:15,0,0.001162806,0.005348907,777.4,39.5,0,0.005,0.023
CJ052813_35,CJ,1214551.02,2308014.566,28-05-2013 13:40:03,0,0.001162648,0.035344496,776.3,39.1,0,0.005,0.151999995
CJ052813_36,CJ,1214362.434,2307961.076,28-05-2013 13:45:36,0,0.000934791,0.017527329,779.7,38.9,0,0.004,0.075000003
CJ052813_37,CJ,1214355.437,2308181.947,28-05-2013 13:52:18,0,0.000936889,0.029277796,781.2,38.8,0,0.004,0.125
CJ052813_38,CJ,1214171.228,2308180.689,28-05-2013 13:58:28,0,0.000234627,0.116609812,782.3,38.7,0,0.001,0.497000009
CJ052813_39,CJ,1214167.579,2308364.769,28-05-2013 14:04:34,0,0.000939411,0.784173012,782.8,38.6,0,0.004,3.338999987
CJ052813_40,CJ,1214382.384,2308337.087,28-05-2013 14:12:04,0,0.001177269,0.081231534,784.3,38.4,0,0.005,0.344999999
CJ052813_41,CJ,1214387.497,2308607.114,28-05-2013 14:23:32,0,0.000707132,0.157454759,784.4,38.1,0,0.003,0.667999983
CJ052813_42,CJ,1214145.753,2308566.486,28-05-2013 14:34:32,0,0,0.002364478,786.6,38.0,0,-0.001,0.01
CJ052813_43,CJ,1214355.445,2308804.872,28-05-2013 14:42:06,0,0.000706277,0.193755403,783.2,38.0,0,0.003,0.823000014
CJ052813_44,CJ,1214361.477,2308958.244,28-05-2013 14:48:08,0,0.000473048,0.096265189,786.6,37.9,0,0.002,0.407000005
CJ052813_45,CJ,1214654.333,2308940.509,28-05-2013 14:58:22,0,0.00141617,0.285122275,784.7,37.8,0,0.006,1.207999945
CJ052813_46,CJ,1214748.303,2308972.877,28-05-2013 15:02:10,0,0.000948204,0,788.1,37.8,0,0.004,-0.015
CJ052813_47,CJ,1214637.58,2308826.841,29-05-2013 10:25:23,0,0,0.107039906,787.1,27.4,0,0,0.437000006
CJ052813_48,CJ,1214739.823,2308754.801,29-05-2013 10:38:43,0,0.000242392,0.068112038,785.9,30.1,-0.140000001,0.001,0.280999988
CJ052813_49,CJ,1214735.383,2308563.885,29-05-2013 10:47:11,0,0.005297303,0,784.3,31.5,0,0.022,-0.578000009
CJ052813_50,CJ,1214587.17,2308601.586,29-05-2013 10:58:08,0,0.00071929,0.139542297,784.3,32.8,-2.15199995,0.003,0.582000017
CJ052813_51,CJ,1214588.055,2308372.028,29-05-2013 11:05:26,0,0.002152945,0.066262856,784.3,33.5,0,0.009,0.27700001
CJ052813_52,CJ,1214752.967,2308370.121,29-05-2013 11:13:19,0,0.000715475,0.050798733,783.2,34.0,0,0.003,0.213
CJ052813_53,CJ,1214951.002,2308354.008,29-05-2013 11:18:55,0,0.001666729,1.054324985,783.2,34.5,0,0.007,4.427999973
CJ052813_54,CJ,1214964.209,2308171.317,29-05-2013 11:24:49,0,0.001188519,0.061327584,782.9,34.9,-0.050999999,0.005,0.257999986
CJ052813_55,CJ,1214752.157,2308140.116,29-05-2013 11:32:19,,0.001656987,0.094448239,780.9,35.4,,0.007,0.398999989
CJ052813_56,CJ,1214567.639,2308174.635,29-05-2013 11:50:04,0,0.000709538,0.047066033,781.0,35.7,0,0.003,0.199000001
CJ052813_57,CJ,1214761.215,2307566.275,29-05-2013 12:09:28,0,0.001888445,1.506742835,780.5,36.1,0,0.008,6.382999897
CJ052813_58,CJ,1214549.311,2307545.621,29-05-2013 12:29:42,0,0.000708167,0.09229774,780.5,36.1,0,0.003,0.391000003
CJ052813_59,CJ,1214733.607,2307366.566,29-05-2013 12:39:26,0,0.000708167,0.01770417,780.5,36.1,0,0.003,0.075000003
CJ052813_60,CJ,1214756.499,2307161.794,29-05-2013 12:45:34,0,0.000466183,0.291131496,770.7,36.1,0,0.002,1.248999953
CJ052813_61,CJ,1214922.536,2307141.943,29-05-2013 12:53:33,0,0.000465186,0,769.3,36.2,0,0.002,-0.067000002
CJ052813_62,CJ,1214896.56,2307231.018,29-05-2013 12:58:59,7.381280422,0.000232518,2.5923419,769.3,36.3,31.74500084,0.001,11.14900017
CJ052813_63,CJ,1215151.46,2306985.366,29-05-2013 13:06:20,0,0.000464917,0,769.6,36.5,0,0.002,-0.259000003
CJ052813_64,CJ,1215370.636,2306992.608,29-05-2013 13:17:06,0,0.00023163,11.89882278,767.6,36.8,0,0.001,51.36999893
CJ052813_65,CJ,1215543.597,2306951.09,29-05-2013 13:34:52,0.341584295,0.000232055,0,770.0,37.2,1.472000003,0.001,-0.774999976
CJ052813_66,CJ,1215497.607,2307116.117,29-05-2013 13:48:45,0,0.00046667,0.008166732,774.0,37.1,0,0.002,0.035
CJ052813_67,CJ,1215347.624,2307147.706,29-05-2013 14:07:45,0,0.000700503,0,774.3,37.0,0,0.003,-0.054000001
CJ052813_68,CJ,1215149.646,2307203.828,29-05-2013 14:16:20,0,0.000232522,5.946287155,771.8,37.3,0,0.001,25.57299995
CJ052813_69,CJ,1215150.702,2307394.448,29-05-2013 14:24:46,0,0.000232372,0.470786452,771.8,37.5,-6.256999969,0.001,2.026000023
CJ052813_70,CJ,1215351.55,2307373.021,29-05-2013 14:31:43,0,0.000232825,0.00698474,773.8,37.7,0,0.001,0.029999999
CJ052813_71,CJ,1215342.258,2307571.89,29-05-2013 14:38:03,0,0.004415976,0.077860638,773.2,38.0,0,0.018999999,0.335000008
CJ052813_72,CJ,1215138.733,2307574.776,29-05-2013 14:43:33,0,0.002557789,1.621870756,774.3,38.3,0,0.011,6.974999905
CJ052813_73,CJ,1214930.217,2307578.411,29-05-2013 14:54:36,0,0.000928668,0,773.6,38.5,0,0.004,-1.616999984
CJ052813_74,CJ,1214933.601,2307379.211,29-05-2013 15:14:11,0,0.00116009,0.119953357,773.6,38.7,0,0.005,0.51700002
CJ052813_75,CJ,1214749.499,2307799.395,29-05-2013 15:37:18,0,0.000698293,0.009543344,773.6,37.7,0,0.003,0.041000001
CJ052813_76,CJ,1214983.438,2307756.906,29-05-2013 15:47:43,0,0.000700369,0.135404631,775.4,37.5,0,0.003,0.579999983
CJ052813_77,CJ,1215172.381,2307761.983,29-05-2013 15:56:21,0,0.00070204,0.015444872,777.5,37.6,0,0.003,0.066
CJ052813_78,CJ,1214943.51,2307966.266,29-05-2013 16:04:40,0,0.000700956,0,776.8,37.8,0,0.003,-0.160999998
CJ052813_79,CJ,1214714.273,2307985.133,29-05-2013 16:13:10,0,0.000702625,0.00304471,778.9,37.9,0,0.003,0.013
CJ052813_80,CJ,1215186.851,2310295.504,30-05-2013 09:53:19,0,0.001744299,0.613993168,801.8,27.8,0,0.007,2.463999987
CJ052813_81,CJ,1215159.296,2310353.086,30-05-2013 09:59:07,0,0.003475893,0.180001587,801.8,28.9,0,0.014,0.725000024
CJ052813_82,CJ,1214965.082,2310361.408,30-05-2013 10:10:07,0.803264499,0,0.955620527,802.2,30.7,3.253000021,-0.004,3.869999886
CJ052813_83,CJ,1214906.744,2310342.48,30-05-2013 10:14:21,72.79386902,0.231450036,1.543739676,802.6,31.4,295.3269958,0.93900001,6.263000011
CJ052813_84,CJ,1214741.448,2310283.028,30-05-2013 10:22:31,0,0,0.201029345,802.4,32.6,0,-0.003,0.819000006
CJ052813_85,CJ,1214532.616,2310343.574,30-05-2013 10:27:15,0,0,0.172342613,802.1,33.3,0,-0.004,0.703999996
CJ052813_86,CJ,1214391.019,2310331.93,30-05-2013 10:32:40,2.573126316,0,0.090405166,802.4,34.0,10.53100014,-0.004,0.370000005
CJ052813_87,CJ,1214146.692,2310342.224,30-05-2013 10:37:19,0,0,0.270355016,802.4,34.7,0,-0.007,1.108999968
CJ052813_88,CJ,1215344.091,2310580.87,30-05-2013 10:57:53,0,0,0.007030872,802.4,36.4,0,-0.001,0.028999999
CJ052813_89,CJ,1215158.29,2310590.48,30-05-2013 11:01:50,0,0.001455859,0.157960668,802.8,36.3,0,0.006,0.651000023
CJ052813_90,CJ,1214945.795,2310571.709,30-05-2013 11:07:00,0,0.000485443,0.553162456,802.8,36.2,0,0.002,2.279000044
CJ052813_91,CJ,1214730.119,2310535,30-05-2013 11:11:15,0,0.00024274,0.036410935,802.6,36.1,0,0.001,0.150000006
CJ052813_92,CJ,1214515.328,2310528.885,30-05-2013 11:16:06,0,0,0.19272092,802.8,36.2,0,0,0.79400003
CJ052813_93,CJ,1214353.145,2310565.57,30-05-2013 11:20:28,0,0.000242517,0.057961468,802.9,36.5,0,0.001,0.238999993
CJ052813_94,CJ,1214151.338,2310604.022,30-05-2013 11:24:47,0,0.000484443,0.014048847,802.7,36.8,0,0.002,0.057999998
CJ052813_95,CJ,1214146.76,2310764.391,30-05-2013 11:30:50,0,0.000483251,0.02657881,801.5,37.1,0,0.002,0.109999999
CJ052813_96,CJ,1214366.468,2310765.993,30-05-2013 11:39:08,0,0.000241452,0.058190018,801.7,37.4,0,0.001,0.240999997
CJ052813_97,CJ,1214548.422,2310770.595,30-05-2013 11:44:00,0,0.000482474,0.006272156,801.5,37.6,0,0.002,0.026000001
CJ052813_98,CJ,1214754.229,2310764.571,30-05-2013 11:48:43,0,0.000964326,0.007955693,801.5,37.8,0,0.004,0.033
CJ052813_99,CJ,1214994.01,2310726.864,30-05-2013 11:54:41,0,0.000481853,0,801.5,38.0,0,0.002,-0.063000001
CJ061313_01,CJ,1214930.333,2309739.368,13-06-2013 09:31:18,0,0.001026115,0.552049637,807.6,21.3,0,0.004,2.15199995
CJ061313_02,CJ,1214890.283,2309561.676,13-06-2013 09:35:16,0,0.002804827,0.181548789,807.1,22.9,0,0.011,0.712000012
CJ061313_03,CJ,1214849.641,2309395.284,13-06-2013 09:38:31,0,0.000759399,3.457038164,805.3,24.4,0,0.003,13.65699959
CJ061313_04,CJ,1215800.387,2306760.478,13-06-2013 10:15:22,0,0,0,791.0,29.6,0,0,-0.138999999
CJ061313_05,CJ,1215732.719,2306960.762,13-06-2013 10:20:39,0,0.001214861,0.077994101,790.9,31.3,0,0.005,0.32100001
CJ061313_06,CJ,1215716.986,2307141.389,13-06-2013 10:25:35,0,0.005566422,0.370288044,790.9,32.5,0,0.023,1.529999971
FED060313_01,FED,1219715.296,2319933.137,03-06-2013 11:01:29,0,0.000242725,0.810944319,787.5,30.3,0,0.001,3.34100008
FED060313_02,FED,1219718.749,2319983.65,03-06-2013 11:04:47,0,0.000241769,0,787.5,31.5,0,0.001,-0.046
FED060313_03,FED,1219718.636,2320039.922,03-06-2013 11:07:53,0.010360735,0.000722842,0.108426295,787.4,32.5,0.043000001,0.003,0.449999988
FED060313_04,FED,1219716.528,2320081.455,03-06-2013 11:11:04,0,0.000240131,0.016809177,787.3,33.5,0,0.001,0.07
FED060313_05,FED,1219720.104,2320138.121,03-06-2013 11:14:09,0,0,0.039308961,787.9,34.3,0,0,0.164000005
FED060313_06,FED,1219776.155,2320133.154,03-06-2013 11:17:20,0,0,0.46094805,788.1,35.0,0,0,1.927000046
FED060313_07,FED,1219769.325,2320082.485,03-06-2013 11:20:24,0,0.000238481,0.047934711,787.5,35.7,0,0.001,0.201000005
FED060313_08,FED,1219770.053,2320034.78,03-06-2013 11:23:15,0,0,0.002856423,787.3,36.2,0,-0.001,0.012
FED060313_09,FED,1219778.939,2319987.225,03-06-2013 11:26:34,0,0.001425447,0.086477093,787.3,36.8,0,0.006,0.363999993
FED060313_10,FED,1219775.049,2319939.325,03-06-2013 11:29:16,0,0.000711666,0.062152147,787.4,37.3,0,0.003,0.261999995
FED060313_11,FED,1219824.236,2319934.132,03-06-2013 11:31:56,0,0.000947306,0.031971566,787.1,37.7,0,0.004,0.135000005
FED060313_12,FED,1219820.59,2319984.595,03-06-2013 11:34:45,0,0.000945848,0.015133566,786.9,38.1,0,0.004,0.064000003
FED060313_13,FED,1219826.503,2320035.186,03-06-2013 11:37:40,0,0.000236219,0.003543277,787.1,38.5,0,0.001,0.015
FED060313_14,FED,1219826.126,2320093.102,03-06-2013 11:40:43,0,0.000471831,0,787.1,38.9,0,0.002,-0.097000003
FED060313_15,FED,1219819.219,2320144.162,03-06-2013 11:43:59,0,0.000235703,0,787.4,39.3,0,0.001,-0.224000007
FED060313_16,FED,1219875.467,2320141.79,03-06-2013 11:47:37,0,0.001176413,0,787.0,39.7,0,0.005,-0.141000003
FED060313_17,FED,1219872.147,2320089.972,03-06-2013 11:50:22,0,0.000470114,0.006816657,787.0,40.0,0,0.002,0.028999999
FED060313_18,FED,1219870.931,2320034.499,03-06-2013 11:53:20,0,0.000469515,0,787.0,40.4,0,0.002,-0.074000001
FED060313_19,FED,1219870.674,2319989.837,03-06-2013 11:56:40,0,0.001172291,0.014770865,787.0,40.8,0,0.005,0.063000001
FED060313_20,FED,1219881.809,2319948.36,03-06-2013 11:59:56,0,0.00046826,0,786.9,41.2,0,0.002,-0.116999999
FED060313_21,FED,1219922.104,2319943.931,03-06-2013 12:02:59,0,0,0,786.9,41.6,0,0,-0.097999997
FED060313_22,FED,1219918.816,2319986.139,03-06-2013 12:05:43,0,0.000467368,0.03248208,786.9,41.8,0,0.002,0.138999999
FED060313_23,FED,1219926.907,2320038.565,03-06-2013 12:08:40,0,0.000933847,0,786.9,42.1,0,0.004,-0.052000001
FED060313_24,FED,1219920.698,2320087.339,03-06-2013 12:11:16,0,0.003033077,0.123189598,786.9,42.3,0,0.013,0.527999997
FED060313_25,FED,1219927.571,2320135.691,03-06-2013 12:14:07,0,0.003030385,0.074360989,786.7,42.5,0,0.013,0.319000006
FR061314_49,FR,1235344.367,2332197.593,17-06-2013 10:26:49,0,0,0.153848007,790.1,30.9,-3.569000006,-0.005,0.633000016
FR061314_50,FR,1235532.354,2332185.552,17-06-2013 10:32:44,0,0,0.128191784,790.1,31.8,0,0,0.528999984
FR061314_51,FR,1235761.248,2332262.803,17-06-2013 10:39:18,0,0.000241379,0.036448181,790.1,33.0,0,0.001,0.150999993
FR061314_52,FR,1235554.739,2332340.072,17-06-2013 10:44:36,3.68535614,0.000240684,0.85322541,790.4,34.0,15.31200027,0.001,3.545000076
FR061314_53,FR,1235575.837,2332347.802,17-06-2013 10:47:32,0,0.006007325,0.997215986,790.4,34.5,0,0.025,4.150000095
FR061314_54,FR,1235531.63,2332451.097,17-06-2013 10:51:05,0,0.001918117,0.418389231,790.2,35.1,0,0.008,1.745000005
FR061314_55,FR,1235559.367,2332460.04,17-06-2013 10:53:59,0,0.002395145,0.326458246,790.4,35.5,0,0.01,1.363000035
FR061314_56,FR,1235324.061,2332474.675,17-06-2013 11:02:41,0,0.000477791,0.129959032,790.4,36.3,0,0.002,0.54400003
FR061314_57,FR,1235129.295,2332543.01,17-06-2013 11:06:25,0,0.002864329,0.1697115,790.5,36.6,0,0.012,0.711000025
FR061314_58,FR,1235144.525,2332358.913,17-06-2013 11:09:57,0,0.002384631,0.062477339,790.5,36.9,0,0.01,0.261999995
FR061314_59,FR,1235136.931,2332166.86,17-06-2013 11:14:53,0,0.006433095,0.609476149,790.6,37.2,0,0.027000001,2.558000088
FR061314_60,FR,1234950.793,2332165.672,17-06-2013 11:18:59,0,0.003806816,0.162503451,790.5,37.6,0,0.016000001,0.683000028
FR061314_61,FR,1234952.488,2332348.352,17-06-2013 11:23:01,0,0.002139268,0.272637874,790.5,37.9,0,0.009,1.146999955
FR061314_62,FR,1234940.847,2332563.826,17-06-2013 11:28:29,0,0,0,790.5,38.2,0,-0.002,-0.261000007
FR061314_63,FR,1235324.725,2332571.431,17-06-2013 11:34:34,0,0.000948467,0.019680686,790.6,38.7,0,0.004,0.082999997
FR061314_64,FR,1235541.516,2332598.198,17-06-2013 11:38:39,0,0.001658012,0.234253421,790.5,39.0,0,0.007,0.989000022
FR061314_65,FR,1235790.347,2332742.93,17-06-2013 11:48:16,0,0.000709351,0.01560571,790.4,39.5,0,0.003,0.066
FR061314_66,FR,1235740.322,2332943.597,17-06-2013 11:54:01,0,0.000471192,0.010366219,788.3,39.8,0,0.002,0.044
FR061314_67,FR,1235960.541,2332975.772,17-06-2013 12:00:41,0,0.001174091,0.244915366,786.2,40.0,0,0.005,1.042999983
FR061314_68,FR,1235940.421,2333186.082,17-06-2013 12:06:14,0,0.000469217,0.087509014,786.0,40.2,0,0.002,0.372999996
FR061314_69,FR,1235749.871,2333154.62,17-06-2013 12:13:13,0,0.00140389,0.00140389,784.4,40.4,0,0.006,0.006
FR061314_70,FR,1235562,2333153.977,17-06-2013 12:17:14,0,0.001875192,0.124231435,786.3,40.6,0,0.008,0.529999971
FR061314_71,FR,1235516.194,2332965.788,17-06-2013 12:22:21,0,0.000704,0,787.7,40.8,0,0.003,-0.026000001
FR061314_72,FR,1235556.142,2332733.376,17-06-2013 12:26:40,0,0.000937236,0.056234136,787.0,41.0,0,0.004,0.239999995
FR061314_73,FR,1235349.452,2332788.097,17-06-2013 12:31:18,0,0.000469331,0.071807683,788.7,41.2,0,0.002,0.305999994
FR061314_74,FR,1235151.099,2332786.421,17-06-2013 12:35:28,0,0.002346354,0.11849086,789.1,41.4,0,0.01,0.504999995
FR061413_01,FR,1234974.385,2331957.917,14-06-2013 10:50:18,0,0,0.478228778,788.4,30.3,0,-0.006,1.968000054
FR061413_02,FR,1234924.224,2331774.114,14-06-2013 10:56:53,0,0.001693849,0.245124206,788.7,31.7,0,0.007,1.013000011
FR061413_03,FR,1234730.264,2331778.617,14-06-2013 11:02:43,0,0,0.09052375,787.8,32.9,0,-0.003,0.375999987
FR061413_04,FR,1234525.664,2331753.867,14-06-2013 11:06:41,0,0.000720472,0.082374007,787.9,33.7,-0.017000001,0.003,0.342999995
FR061413_05,FR,1234548.92,2331543.594,14-06-2013 11:11:55,0,0.00047918,0.030907111,788.6,34.7,0,0.002,0.128999993
FR061413_06,FR,1234534.039,2331313.48,14-06-2013 11:17:27,0,0.000238316,0.096517995,786.7,35.6,0,0.001,0.405000001
FR061413_07,FR,1234556.102,2331160.55,14-06-2013 11:29:34,0,0.004498058,0.156248346,785.8,37.3,0,0.018999999,0.660000026
FR061413_08,FR,1234546.574,2330961.505,14-06-2013 11:34:00,0,0.000236117,0.517096519,785.5,38.0,0,0.001,2.190000057
FR061413_09,FR,1234545.713,2330757.909,14-06-2013 11:37:58,0,0.000471177,0.082691476,785.0,38.5,0,0.002,0.351000011
FR061413_10,FR,1234538.764,2330581.75,14-06-2013 11:42:40,0,0.000940364,0.380142212,784.6,39.0,0,0.004,1.616999984
FR061413_11,FR,1234547.482,2330370.135,14-06-2013 11:47:29,1.133799672,0,0.83703649,784.2,39.5,4.833000183,-0.004,3.568000078
FR061413_12,FR,1234396.87,2330559.02,14-06-2013 11:51:50,0,0.001169909,0.046328414,783.4,40.0,0,0.005,0.197999999
