Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
VosburgPike072616_68,VPSec12,1245687,2362024,26-07-2016 12:16:14,0,0,1.31,762.8,39.5,-0.946,0.017,5.756
VosburgPike072616_69,VPSec12,1245753,2362031,26-07-2016 12:19:20,4.24,0,0.82,763,39.8,18.61,0.006,3.608
VosburgPike072616_70,VPSec12,1245784,2362008,26-07-2016 12:22:00,0,0,0.5,763.1,40.1,-77.738,0.013,2.207
VosburgPike072616_71,VPSec12,1245869,2361991,26-07-2016 12:25:03,1.65,0.01,7.21,762.6,40.4,7.269,0.024,31.705
VosburgPike072616_72,VPSec12,1245871,2362134,26-07-2016 12:29:08,0,0,0.02,762.6,40.7,-1.951,0.011,0.107
VosburgPike072616_73,VPSec12,1245878,2362169,26-07-2016 12:31:36,3.23,0,2.38,763.5,40.9,14.207,0.003,10.469
VosburgPike072616_74,VPSec12,1245938,2362170,26-07-2016 12:34:39,0,0,0,763.5,41.1,-3.533,0.018,-0.091
VosburgPike072616_75,VPSec12,1245955,2362117,26-07-2016 12:36:58,0,0,0.07,762.9,41.2,-3.925,0.017,0.308
VosburgPike072616_76,VPSec12,1245936,2362252,26-07-2016 12:41:06,0,0,0.27,762.7,41.7,-0.234,0.019,1.178
VosburgPike072616_77,VPSec12,1245878,2362255,26-07-2016 12:45:59,0,0,0.28,763.5,42.1,-2.676,0.015,1.237
VosburgPike072616_78,VPSec12,1245824,2362272,26-07-2016 12:47:35,0,0,0.33,763.5,42.2,0,0.022,1.462
VosburgPike072616_79,VPSec12,1245820,2362172,26-07-2016 12:51:48,0,0.01,0.19,763.5,42.4,-7.253,0.025,0.861
VosburgPike072616_80,VPSec12,1245787,2362186,26-07-2016 12:54:31,0,0.01,0.26,763.7,42.4,-3.48,0.025,1.149
VosburgPike072616_81,VPSec12,1245776,2362148,26-07-2016 12:57:23,13.71,0,0.49,764.1,42.4,60.518,0.015,2.183
VosburgPike072616_82,VPSec12,1245780,2362126,26-07-2016 13:00:26,19404.98,0.02,32.18,764.1,42.4,85680.13,0.101,142.077
VosburgPike072616_83,VPSec12,1245782,2362110,26-07-2016 13:05:32,0,0,0.42,763.8,42.6,-0.019,0.017,1.838
VosburgPike072616_84,VPSec12,1245764,2362091,26-07-2016 13:08:50,0.97,0,1.45,763.3,42.8,4.304,0.011,6.406
VosburgPike072616_85,VPSec12,1245752,2362197,26-07-2016 13:13:06,0,0.01,0.06,763.3,43.2,-35.788,0.03,0.249
VosburgPike072616_86,VPSec12,1245721,2362202,26-07-2016 13:15:39,13.84,0,0.47,763.7,43.4,61.335,0.016,2.098
VosburgPike072616_87,VPSec12,1245755,2362260,26-07-2016 13:18:36,0,0,0.25,763.5,43.7,-204.798,0.015,1.113
VosburgPike072616_88,VPSec12,1245715,2362255,26-07-2016 13:21:41,29.16,0,2.65,763.7,44.1,129.511,0.017,11.752
VosburgPike072616_89,VPSec12,1245726,2362291,26-07-2016 13:24:30,0,0,0.1,764.1,44.4,-282.742,0.022,0.449
VosburgPike072616_90,VPSec12,1245759,2362297,26-07-2016 13:27:08,0,0,0.33,763.1,44.6,-0.801,0.012,1.49
VosburgPike072616_91,VPSec12,1245682,2362308,26-07-2016 13:30:47,11.11,0,0.61,763.1,45,49.529,0.02,2.722
VosburgPike072616_92,VPSec12,1245719,2362342,26-07-2016 13:33:13,0,0.01,0.25,763.8,45.2,-0.292,0.032,1.126
VosburgPike072616_93,VPSec12,1245679,2362358,26-07-2016 13:35:16,0,0,0.09,763.8,45.3,0,0.014,0.379
VosburgPike072616_94,VPSec12,1245629,2362359,26-07-2016 13:37:30,0,0,0.04,763.8,45.4,-0.583,0.002,0.17
VosburgPike072616_95,VPSec12,1245631,2362314,26-07-2016 13:40:01,0,0,0.55,763.9,45.4,0,0.018,2.43
VosburgPike072616_96,VPSec12,1245633,2362264,26-07-2016 13:43:08,0,0,0.05,763.8,45.4,-1.044,0.012,0.23
VosburgPike072616_97,VPSec12,1245633,2362224,26-07-2016 13:45:32,0,0,0.44,763.9,45.3,-2.399,0.008,1.981
VosburgPike072616_98,VPSec12,1245660,2362223,26-07-2016 13:47:40,0,0,0.27,763.5,45.3,-6.73,0.019,1.186
VosburgPike072616_99,VPSec12,1245699,2362175,26-07-2016 13:50:08,0,0,0.16,763.4,45.3,0,0.013,0.701
